id,type,question,options,correct_answers,explanation,image
1,multiple,Nhiều hàng hoá và dịch vụ được bán trực tuyến. Tuỳ chọn nào sau đây là dịch vụ? (Chọn 3),Tai nghe Bose (Bose earbuds)|Lưu trữ đám mây (Cloud Storage)|Hỗ trợ máy tính để bàn từ xa (Remote desktop support)|Ứng dụng trực tuyến (Online Applications)|Điện thoại samsung galaxy (Samsung Galaxy phone)|Balo (Backpack),Lưu trữ đám mây (Cloud Storage)|Hỗ trợ máy tính để bàn từ xa (Remote desktop support)|Ứng dụng trực tuyến (Online Applications),"Cloud storage, Remote desktop support và Online web apps là các sản phẩm dịch vụ số; tai nghe, điện thoại và balo là hàng hóa vật chất."
2,multiple,Bạn hãy chọn hai tuỳ chọn nào sau đây là dịch vụ? (Chọn 2),Sửa ống nước|Trò chơi|Cắt tóc|Quần áo,Sửa ống nước|Cắt tóc,Sửa ống nước và Cắt tóc là các dịch vụ lao động kỹ năng phục vụ khách hàng; trò chơi và quần áo là hàng hóa/sản phẩm thương mại.
3,matrix,"Nối từng loại quyền truy cập tập tin với định nghĩa tương ứng. Để trả lời, hãy ghép từng loại quyền truy cập từ cột bên phải sang cột bên trái tương ứng.","COLS: Đọc & Thực thi (Read & Execute) | Ghi (Write) | Đọc (Read) | Sửa (Modify) /// ROWS: Xem hoặc truy cập nội dung tập tin và chạy tập tin nếu đó là một chương trình | Xem nội dung tập tin, thêm dữ liệu vào tập tin và xoá tập tin | Xem hoặc truy cập nội dung tập tin | Thêm dữ liệu vào tập tin và đọc hoặc thay đổi các thuộc tính của tập tin","Xem hoặc truy cập nội dung tập tin và chạy tập tin nếu đó là một chương trình: Đọc & Thực thi (Read & Execute) | Xem nội dung tập tin, thêm dữ liệu vào tập tin và xoá tập tin: Ghi (Write) | Xem hoặc truy cập nội dung tập tin: Đọc (Read) | Thêm dữ liệu vào tập tin và đọc hoặc thay đổi các thuộc tính của tập tin: Sửa (Modify)",Read & Execute cho phép mở xem và chạy file chương trình (.exe); Read chỉ cho xem; Modify cho phép chỉnh sửa nội dung và thuộc tính; Write cho phép ghi đè và lưu dữ liệu mới.
4,single,"Bạn hãy cho biết, quyền nào sau đây là cần thiết để có hiệu chỉnh tập tin?",View|Read-Write|Read|List,Read-Write,Quyền Read-Write (Đọc - Ghi) cho phép mở tài liệu ra đọc và lưu lại các nội dung hiệu chỉnh mới vào tập tin.
5,single,"Bạn hãy cho biết, tổ hợp phím nào sau đây là thao tác tạo thư mục mới trong File Explorer?",Ctrl+Shift+N|Ctrl+N|Ctrl+Shift+F|Ctrl+F,Ctrl+Shift+N,"Trong Windows File Explorer, tổ hợp phím tắt Ctrl + Shift + N được dùng để tạo nhanh một thư mục mới (New folder)."
6,multiple,Tuỳ chọn nào sau đây là phát biểu đúng về quyền đối với tập tin tài liệu? (Chọn 2),Cài đặt mặc định cho bất kỳ tài liệu xử lý văn bản mới nào là Chỉ đọc|Việc đặt tài liệu thành Chỉ đọc ngăn chặn người khác tạo bản sao mới của tài liệu|Việc đặt tài liệu thành Đọc-Ghi cho phép người khác thay đổi nội dung tài liệu và thêm chú thích vào tài liệu|Chỉ có thể xem nhưng không được sửa đổi một tài liệu Chỉ đọc,Việc đặt tài liệu thành Đọc-Ghi cho phép người khác thay đổi nội dung tài liệu và thêm chú thích vào tài liệu|Chỉ có thể xem nhưng không được sửa đổi một tài liệu Chỉ đọc,Thuộc tính Read-Write cấp toàn quyền chỉnh sửa và chú thích; trong khi Read-only chỉ cho phép mở xem mà không ghi đè sửa đổi vào file gốc.
7,multiple,Hai trường hợp nào sẽ tạo ra một phiên bản mới trên điện toán đám mây trong Google Drive? (Chọn 2),Tải xuống tập tin|Hiệu đính với Google Doc|Xem nội dung của một thư mục|Đổi tên thư mục|Sao chép một thư mục,Hiệu đính với Google Doc|Đổi tên thư mục,"Khi chỉnh sửa nội dung tài liệu (Google Docs) hoặc thay đổi cấu trúc/tên gọi của thư mục trên Drive, hệ thống đám mây sẽ tự động ghi nhận một phiên bản/trạng thái lịch sử mới."
8,multiple,"Bạn đang thiết kế áp phích cho khách hàng. Khi làm việc, bạn định kỳ lưu các phiên bản mới của tập tin để theo dõi các thay đổi và ý tưởng thiết kế của mình. Đâu là hai nhóm tập tin thể hiện quy ước đặt tên tập tin phù hợp? (Chọn 2)","áp phích.psd, bản sao áp phích.psd, bản sao áp phích 2.psd|áp phích của tôi.psd, áp phích mới.psd, áp phich.psd|áp phích_bản nháp1.psd, áp phích_bản nháp 2.psd, áp phích_BẢN CUỐI.psd|áp phích_bản gốc.psd, áp phích_đã cắt.psd, áp phích_thước xám.psd","áp phích_bản nháp1.psd, áp phích_bản nháp 2.psd, áp phích_BẢN CUỐI.psd|áp phích_bản gốc.psd, áp phích_đã cắt.psd, áp phích_thước xám.psd","Quy ước đặt tên tệp chuyên nghiệp cần thể hiện rõ ràng giai đoạn phiên bản (nháp 1, nháp 2, final) hoặc trạng thái xử lý nội dung (bản gốc, đã cắt, thước xám) thay vì dùng từ mơ hồ như 'bản sao' hay 'mới'."
9,multiple,Hai định dạng tập tin nào thường được sử dụng Logo?,JPEG|PDF|GIF|PNG,GIF|PNG,"PNG và GIF hỗ trợ nền trong suốt (Transparency) và thuật toán nén không suy hao đối với các mảng màu phẳng, rất lý tưởng để làm Logo hiển thị trên web."
10,multiple,Bạn có thể lưu trữ dữ liệu của mình trên hai vị trí lưu trữ nào? (Chọn 2),"Máy tính bạn dùng chung trong phòng thí nghiệm của trường|Tài khoản Google Drive, Microsoft OneDrive hoặc Apple iCloud của bạn|Thẻ SD trong điện thoại của bạn|Bài đăng của bạn trên mạng xã hội","Tài khoản Google Drive, Microsoft OneDrive hoặc Apple iCloud của bạn|Thẻ SD trong điện thoại của bạn","Đám mây cá nhân (Google Drive, OneDrive, iCloud) và thẻ nhớ vật lý (SD Card) là các phương tiện lưu trữ dữ liệu cá nhân an toàn và đáng tin cậy."
