id,type,question,options,correct_answers,explanation,image
1,multiple,Hai mục nào thường tạo nên thông tin xác thực trang Web? (Chọn 2),Mật khẩu|Số định danh cá nhân (PIN)|Địa chỉ email|Số điện thoại,Mật khẩu|Số điện thoại,Thông tin xác thực (Credentials) tài khoản trực tuyến phổ biến gồm định danh (Email/Số điện thoại) kết hợp với chuỗi bí mật (Mật khẩu).
2,single,Ứng dụng nào được sử dụng trong hệ điều hành iOS để tải xuống các ứng dụng khác?,Google Play|Play Store|Store|App Store,App Store,App Store là kho ứng dụng chính thức và độc quyền của Apple dùng để cài đặt ứng dụng trên hệ điều hành iOS.
3,multiple,Bạn nên tắt tính năng nào trên thiết bị Windows để ngăn phương tiện di động tự khởi động khi được kết nối với thiết bị? (Chọn 2),AutoConnect|AutoRun|AutoStart|AutoPlay,AutoRun|AutoPlay,AutoRun và AutoPlay là hai tính năng trong Windows tự động thực thi chương trình hoặc phát đa phương tiện từ USB/CD khi cắm vào máy; tắt chúng giúp ngăn chặn virus tự lây lan.
4,single,"Trên thiết bị Windows, từ khu vực cài đặt nào người ta có thể thay đổi màu nền của màn hình?",Personalization|Display|Desktop|Settings,Personalization,"Khu vực Cài đặt cá nhân hóa (Personalization -> Background/Colors) cho phép tùy chỉnh hình nền, chủ đề và màu sắc giao diện Windows."
5,single,Khu vực cài đặt nào trên thiết bị Windows cho phép người dùng kiểm soát cách nhận thông báo (notification)?,Focus assist|Multitasking|Shared experiences|Action center,Focus assist,Focus assist (Hỗ trợ tập trung) cho phép người dùng tắt hoặc chọn lọc các thông báo quan trọng để tránh bị làm phiền khi làm việc hoặc chơi game.
6,single,"Trên thiết bị Windows, người ta có thể truy cập thông tin hiển thị từ khu vực nào của Settings?",Privacy|System|Personalization|Devices,System,"Trong Windows Settings, mục System chứa các thiết lập phần cứng cốt lõi bao gồm Màn hình (Display), Âm thanh (Sound) và Thông báo."
7,matrix,"Từ cửa sổ Setting, bạn hãy sắp xếp các bước để chọn Microsoft Edge làm trình duyệt mặc định?",COLS: 1 | 2 | 3 | 4 | 5 /// ROWS: Chọn biểu tượng Setting | Chọn Apps | Chọn Default apps | Chọn Microsoft Edge | Chọn Google Chrome,Chọn biểu tượng Setting: 1 | Chọn Apps: 2 | Chọn Default apps: 3 | Chọn Google Chrome: 4 | Chọn Microsoft Edge: 5,Trình tự đổi trình duyệt mặc định: Mở Settings -> Chọn Apps -> Chọn Default apps -> Nhấp vào trình duyệt hiện tại (ví dụ Google Chrome) -> Chọn Microsoft Edge để thay thế.
8,single,"Trong Windows, làm cách nào để khôi phục phiên bản trước của tập tin?","Trong File Explorer, bấm chuột phải vào tập tin và chọn Restore Previous Versions|Trong File Explorer, bấm chuột phải vào tập tin và chọn Convert|Trong Settings, chọn Update & Security và chọn Recovery|Bạn không thể khôi phục phiên bản trước của tập tin","Trong File Explorer, bấm chuột phải vào tập tin và chọn Restore Previous Versions",Nhấp chuột phải vào file trong File Explorer và chọn 'Restore previous versions' cho phép khôi phục lại các bản sao lưu từ File History hoặc điểm khôi phục hệ thống.
9,single,Bạn muốn thay đổi độ tương phản của màn hình trên máy tính. Tính năng nào sau đây cho phép bạn điều chỉnh cài đặt độ tương phản trên máy tính Windows này?,Tính năng 1|Tính năng 2|Tính năng 3|Tính năng 4,Tính năng 4,"Tính năng số 4 trong hình ứng với mục Ease of Access (Trợ năng), nơi chứa các cài đặt High Contrast (Độ tương phản cao) và Kính lúp (Magnifier)."
10,single,Bạn đang phát nhạc qua loa máy tính xách tay của mình trong khi làm việc trên bảng tính. Bạn muốn tăng âm lượng. Vị trí nào trên màn hình cho phép bạn thay đổi âm lượng trên máy tính Windows này?,Vị trí 1|Vị trí 2,Vị trí 2,Vị trí số 2 nằm ở góc dưới cùng bên phải Taskbar (System Tray) chứa biểu tượng chiếc loa để chỉnh âm lượng hệ thống.
