id,type,question,options,correct_answers,explanation,image
1,single,Bạn đang viết báo cáo về Chiến tranh năm 1812. Bạn tìm kiếm những bài báo về cuộc chiến tranh này trên mạng. Bạn cần lọc kết quả để chỉ hiển thị những bài báo được xuất bản trong năm vừa qua. Bạn có thể chọn nút nào để đạt được mục tiêu nói trên?,Video|Hình ảnh|Tin tức|Công cụ,Công cụ,"Trên thanh điều hướng của Google Tìm kiếm, nhấp vào nút 'Công cụ' (Tools) sẽ mở ra các bộ lọc nâng cao bao gồm 'Mọi lúc' (Any time) để chọn khoảng thời gian như 1 năm qua.",
2,multiple,"Khi sử dụng công cụ tìm kiếm và kết quả được tạo ra từ một tìm kiếm, những danh mục nào có thể được sử dụng để lọc các tìm kiếm (Chọn 3)",Videos|Images|Locations|News|Tech,Videos|Images|News,"Google cung cấp các tab lọc định dạng kết quả chuyên biệt ngay dưới thanh tìm kiếm gồm: Videos (Video), Images (Hình ảnh) và News (Tin tức).",
3,matrix,"Bạn đang tiến hành nghiên cứu bằng cách sử dụng công cụ tìm kiếm. Đối với mỗi phát biểu về việc sử dụng ""từ khoá"", hãy chọn Đúng nếu nó hiển thị kết quả hợp lí hoặc Sai nếu nó không hiển thị.","COLS: Đúng | Sai /// ROWS: mustang, camero, -convertible: Các cụm từ tìm kiếm chính này sẽ trả về tất cả mustang và camero không phải là loại mui trần (convertible) | Ngựa OR bò OR lợn OR cừu: Các cụm từ tìm kiếm chính này sẽ trả về kết quả có chứa cả ngựa, bò, lợn hoặc chỉ có cừu | ""richest people in America"": Các cụm từ tìm kiếm quan trọng này sẽ chỉ trả về kết quả có chứa cụm từ chính xác đó","mustang, camero, -convertible: Các cụm từ tìm kiếm chính này sẽ trả về tất cả mustang và camero không phải là loại mui trần (convertible): Đúng | Ngựa OR bò OR lợn OR cừu: Các cụm từ tìm kiếm chính này sẽ trả về kết quả có chứa cả ngựa, bò, lợn hoặc chỉ có cừu: Đúng | ""richest people in America"": Các cụm từ tìm kiếm quan trọng này sẽ chỉ trả về kết quả có chứa cụm từ chính xác đó: Đúng","Dấu trừ (-) loại trừ từ khóa không mong muốn; toán tử OR tìm kiếm bất kỳ từ khóa nào trong danh sách; dấu ngoặc kép ("""") cố định chính xác cụm từ.",
4,matrix,"Để thu hẹp kết quả trong tìm kiếm của Google, bạn quyết định sử dụng các cụm từ và ký hiệu cho từ khoá tìm kiếm. Khớp từng từ khoá tìm kiếm với kết quả đó. Để trả lời, hãy kéo mục của từ khoá ở cột bên phải sang ý nghĩa cột bên trái tương ứng.","COLS: OR as a Boolean value | Double Quotes ("" "") | Range or Double Dots (..) | Tilde Symbol (~) /// ROWS: Sử dụng toán từ này trong tìm kiếm trên Google giữa hai từ khoá sẽ trả về một hoặc cả hai từ khoá trong kết quả | Buộc Google tìm kiếm các từ hoặc cụm từ chính xác được đề cập trong dấu ngoặc kép | Đại diện cho toán tử phạm vi để tìm tất cả các kết quả có liên quan trong phạm vi được chỉ định | Tìm kiếm từ đồng nghĩa","Sử dụng toán từ này trong tìm kiếm trên Google giữa hai từ khoá sẽ trả về một hoặc cả hai từ khoá trong kết quả: OR as a Boolean value | Buộc Google tìm kiếm các từ hoặc cụm từ chính xác được đề cập trong dấu ngoặc kép: Double Quotes ("" "") | Đại diện cho toán tử phạm vi để tìm tất cả các kết quả có liên quan trong phạm vi được chỉ định: Range or Double Dots (..) | Tìm kiếm từ đồng nghĩa: Tilde Symbol (~)","OR tìm 1 hoặc cả 2 từ; Dấu ngoặc kép tìm cụm từ chính xác; Hai dấu chấm (..) tìm kiếm trong phạm vi số (giá, năm); Dấu ngã (~) tìm kiếm từ đồng nghĩa.",
5,matrix,"Bạn cần nghiên cứu tác động của việc học trực tuyến và đánh giá mức độ phù hợp của kết quả tìm kiếm. Với mỗi câu phát biểu, hãy chọn Có nếu kết quả tìm kiếm phù hợp với chủ đề của bạn hoặc Không nếu không phù hợp.",COLS: Có | Không /// ROWS: Bài báo về lợi ích của giáo dục | Trang Web bán tài nguyên giáo dục | Biểu đồ so sánh điểm kiểm tra của học sinh trong hệ thống giáo dục trực tuyến và trực tiếp | Bài báo trên tạp chí giáo dục về kinh nghiệm giảng dạy trực tuyến của giáo viên,Bài báo về lợi ích của giáo dục: Không | Trang Web bán tài nguyên giáo dục: Không | Biểu đồ so sánh điểm kiểm tra của học sinh trong hệ thống giáo dục trực tuyến và trực tiếp: Có | Bài báo trên tạp chí giáo dục về kinh nghiệm giảng dạy trực tuyến của giáo viên: Có,"Chủ đề nghiên cứu là 'tác động của việc học trực tuyến', do đó chỉ các tài liệu đo lường kết quả trực tuyến so với trực tiếp và kinh nghiệm giảng dạy trực tuyến mới có tính liên quan trực tiếp.",
6,multiple,"Bạn đang tìm kiếm hình ảnh trên Google. Cụ thể, bạn đang tìm kiếm Clipart về một con thỏ mà bạn có thể sử dụng trên một trang web mà không cần liên hệ với hoạ sĩ để xin phép. Hai bộ lọc nào sau đây thu hẹp kết quả tìm kiếm của bạn để chỉ hiện thị Clipart có sẵn để sử dụng mà không có sự cho phép của hoạ sĩ? (Chọn 2)",Thời gian (Time)|Màu sắc (Color)|Quyền sử dụng (Usage Rights)|Thể loại (Type),Quyền sử dụng (Usage Rights)|Thể loại (Type),"Mục 'Type' cho phép lọc định dạng ảnh thành Clipart, và mục 'Usage Rights' (Giấy phép Creative Commons / Giấy phép thương mại) lọc các hình ảnh được phép dùng miễn phí mà không vi phạm bản quyền.",
7,multiple,Hai tuỳ chọn nào sau đây giải thích hệ thống lưu trữ dữ liệu trung tâm? (Chọn 2),"Chia sẻ ổ cứng trên máy tính của bạn với các nhân viên khác|Cơ sở dữ liệu theo dõi hàng tồn kho, đơn đặt hàng của khách hàng và giao hàng|Hệ thống quản lý tài liệu và thư viện, chẳng hạn như SharePoint|Thiết bị lưu trữ được đặt bên trong máy tính","Cơ sở dữ liệu theo dõi hàng tồn kho, đơn đặt hàng của khách hàng và giao hàng|Hệ thống quản lý tài liệu và thư viện, chẳng hạn như SharePoint",Hệ thống lưu trữ trung tâm (Centralized storage) là cơ sở dữ liệu doanh nghiệp tập trung (ERP/CRM) và các nền tảng quản trị tài liệu đám mây dùng chung như SharePoint.,
8,matrix,"Khi điền vào biểu mẫu, điều nào sau đây là đúng? Đối với mỗi phát biểu về việc điền vào biểu mẫu, hãy chọn Đúng nếu phát biểu là đúng hoặc Sai nếu sai.","COLS: Đúng | Sai /// ROWS: Khi được chọn nhiều hộp kiểm (check box) trong bộ chọn, bạn chỉ có thể chọn một | Nếu bạn giữ phím Ctrl, bạn có thể chọn nhiều mục từ danh sách thả xuống | Sau khi điền vào biểu mẫu, câu trả lời của bạn sẽ không được ghi lại cho đến khi bạn nhấp vào nút gửi | Khi được chọn nhiều tuỳ chọn (Option/Radio) trong bộ chọn, nếu bạn giữ phím Ctrl, bạn có thể chọn nhiều hơn một","Khi được chọn nhiều hộp kiểm (check box) trong bộ chọn, bạn chỉ có thể chọn một: Sai | Nếu bạn giữ phím Ctrl, bạn có thể chọn nhiều mục từ danh sách thả xuống: Đúng | Sau khi điền vào biểu mẫu, câu trả lời của bạn sẽ không được ghi lại cho đến khi bạn nhấp vào nút gửi: Đúng | Khi được chọn nhiều tuỳ chọn (Option/Radio) trong bộ chọn, nếu bạn giữ phím Ctrl, bạn có thể chọn nhiều hơn một: Sai",Hộp kiểm (checkbox) cho phép chọn nhiều; nút radio (option button) chỉ được chọn duy nhất 1 mục trong nhóm; giữ Ctrl giúp chọn nhiều item trong danh sách drop-down dạng đa chọn; biểu mẫu chỉ lưu khi nhấn Gửi/Submit.,
9,matrix,"Giáo viên của bạn đã giao cho bạn một nghiệm vụ để xác thực quan điểm của kết quả tìm kiếm và tạo tác kỹ thuật số. Đối với mỗi phát biểu về quan điểm xác thực, hãy chọn Đúng nếu tuyên bố đúng hoặc Sai nếu tuyên bố sai.","COLS: Đúng | Sai /// ROWS: Những câu chuyện được đăng tải bởi một mạng lưới truyền thông lớn luôn thể hiện cả hai mặt và một góc nhìn bình đẳng | Một khuynh hướng cánh tả ủng hộ bình đẳng xã hội, chủ nghĩa tự do và các ý tưởng cách mạng | Thành kiến của cánh hữu ủng hộ các doanh nghiệp tự do, quyền sở hữu tư nhân và các ý tưởng bảo thủ về mặt xã hội | Tất cả các câu chuyện đăng trên Internet đều có quan điểm trung lập","Những câu chuyện được đăng tải bởi một mạng lưới truyền thông lớn luôn thể hiện cả hai mặt và một góc nhìn bình đẳng: Sai | Một khuynh hướng cánh tả ủng hộ bình đẳng xã hội, chủ nghĩa tự do và các ý tưởng cách mạng: Đúng | Thành kiến của cánh hữu ủng hộ các doanh nghiệp tự do, quyền sở hữu tư nhân và các ý tưởng bảo thủ về mặt xã hội: Đúng | Tất cả các câu chuyện đăng trên Internet đều có quan điểm trung lập: Sai",Các cơ quan truyền thông lớn vẫn có thể có thiên hướng chính trị riêng; cánh tả (left-wing) nhấn mạnh tự do bình đẳng xã hội; cánh hữu (right-wing) nhấn mạnh kinh tế thị trường tự do và giá trị bảo thủ; thông tin trên Internet không thể hoàn toàn trung lập.,
10,matrix,"Công ty của bạn muốn cải tiến thiết kế của chiếc xe chạy bằng điện mà công ty sản xuất. Bạn cần khảo sát những khách hàng lẻ đã mua xe và cung cấp phản hồi hữu ích để giúp công ty đạt được mục tiêu nói trên. Với mỗi câu hỏi, hãy chọn Có nếu câu hỏi này mang đến phản hồi hữu ích hoặc Không nếu không.",COLS: Có | Không /// ROWS: Bạn có thích phương tiện này không? | Điều gì có thể cải thiện phương tiện này? | Các tính năng quan trọng nhất của xe là gì? | Bạn có muốn giới thiệu phương tiện đi lại này cho một người bạn không?,Bạn có thích phương tiện này không?: Không | Điều gì có thể cải thiện phương tiện này?: Có | Các tính năng quan trọng nhất của xe là gì?: Có | Bạn có muốn giới thiệu phương tiện đi lại này cho một người bạn không?: Không,"Để cải tiến thiết kế sản phẩm, cần các câu hỏi cụ thể về tính năng cốt lõi và các điểm cần khắc phục/nâng cấp thay vì các câu hỏi chung chung về mức độ thích thú cá nhân.",
11,multiple,Bạn đang tạo một cuộc khảo sát để thu thập phản hồi từ bạn bè về một Blog mới mà bạn muốn xuất bản về trượt ván. Ba câu hỏi nào là thích hợp để hỏi trong một cuộc khảo sát để giúp bạn tạo một Blog mới? (Chọn 3),Đề xuất tiêu đề|Phim lướt sóng hay nhất|Thương hiệu yêu thích của ván trượt|Họ sẽ trả bao nhiêu cho một ván trượt|Thủ thuật họ muốn học|Công viên trượt tuyết yêu thích,Đề xuất tiêu đề|Thương hiệu yêu thích của ván trượt|Thủ thuật họ muốn học,"Nội dung Blog trượt ván sẽ thu hút người đọc nếu xoay quanh tiêu đề hấp dẫn, đánh giá các thương hiệu ván trượt được ưa chuộng và hướng dẫn các kỹ năng/thủ thuật trượt ván.",
12,matrix,"Bạn đang tìm kiếm cho các dữ kiện để hỗ trợ một bài thuyết trình mà bạn đang xây dựng cho lớp khoa học của mình. Bạn tìm thấy một nghiên cứu khoa học liên quan đến chủ đề của bạn. Làm thế nào để bạn biết liệu nghiên cứu này có đáng tin cậy hay không? Đối với mỗi phát biểu, hãy chọn Đúng nếu bạn thấy tiêu chí là nên cân nhắc hoặc Sai nếu không.",COLS: Đúng | Sai /// ROWS: Chuyên môn và uy tín của nhà báo | Có bao nhiêu người đã chia sẻ nghiên cứu trên mạng xã hội | Bạn có thể tìm và truy cập các nguồn | Nhà báo sử dụng kiến thức địa phương,Chuyên môn và uy tín của nhà báo: Đúng | Có bao nhiêu người đã chia sẻ nghiên cứu trên mạng xã hội: Sai | Bạn có thể tìm và truy cập các nguồn: Đúng | Nhà báo sử dụng kiến thức địa phương: Đúng,"Đánh giá tính tin cậy của bài viết khoa học thông qua uy tín tác giả, khả năng kiểm chứng các nguồn dẫn chứng và hiểu biết bối cảnh thực tế; số lượt share mạng xã hội không phải thước đo độ xác thực học thuật.",
