id,type,question,options,correct_answers,explanation,image
1,matrix,"Với từng phát biểu về giao tiếp kĩ thuật số với khách hàng và đồng nghiệp, hãy chọn Đúng hoặc Sai.","COLS: Đúng | Sai /// ROWS: Tránh đề cập trực tiếp mục đích của tin nhắn | Sử dụng các biểu tượng đánh dấu đầu dòng hoặc đánh số đầu dòng cho danh sách để sắp xếp chi tiết trong nội dung thư điện tử | Sử dụng các từ viết tắt và chữ viết tắt trong tất cả các thư để đảm bảo ngắn gọn | Khi bạn cần khách hàng lựa chọn, hãy cung cấp nhiều lựa chọn để giảm thiểu việc trao đổi qua lại","Tránh đề cập trực tiếp mục đích của tin nhắn: Sai | Sử dụng các biểu tượng đánh dấu đầu dòng hoặc đánh số đầu dòng cho danh sách để sắp xếp chi tiết trong nội dung thư điện tử: Đúng | Sử dụng các từ viết tắt và chữ viết tắt trong tất cả các thư để đảm bảo ngắn gọn: Sai | Khi bạn cần khách hàng lựa chọn, hãy cung cấp nhiều lựa chọn để giảm thiểu việc trao đổi qua lại: Đúng",Tin nhắn công việc cần nêu thẳng mục đích và trình bày gạch đầu dòng rõ ràng; không dùng từ viết tắt tùy tiện.,
2,single,Một nhân viên viết một thông điệp chính thức với định dạng chuyên nghiệp. Tin nhắn có nhiều khả năng sẽ được gửi cho ai nhất?,Một đồng nghiệp|Giám đốc điều hành (CEO)|Cha mẹ|Một người bạn,Giám đốc điều hành (CEO),"Văn bản gửi cấp lãnh đạo cao nhất như Giám đốc điều hành (CEO) luôn đòi hỏi định dạng trang trọng, ngôn từ chuẩn mực và tính chuyên nghiệp cao nhất.",
3,single,Bạn KHÔNG thể gửi tập tin nào sau đây thông qua một nhà cung cấp Email tiêu chuẩn như Gmail hay Yahoo?,"Podcast dài 5 phút có định dạng MP3|Tập tin văn bản thuần dài 400 trang|Video dài 1 phút có độ phân giải 8K, định dạng AVI|Hình GIF động có độ phân giải 1080p với 30 khung","Video dài 1 phút có độ phân giải 8K, định dạng AVI","Video 8K định dạng không nén AVI có dung lượng lên đến hàng Gigabyte, vượt xa giới hạn đính kèm file 25MB của các dịch vụ email chuẩn như Gmail hay Yahoo.",
4,multiple,Những cách nào để xử lý các đánh giá tiêu cực trên trang Web của công ty hoặc trang truyền thông xã hội? (Chọn 2),Thừa nhận và xin lỗi về mối quan ngại được nêu trong bài đánh giá|Nói với họ rằng họ có thể đưa doanh nghiệp của mình đi nơi khác|Cung cấp cho họ thông tin liên hệ của công ty|Công khai tố cáo họ với tư cách là khách hàng|Đề nghị rằng tình huống tiêu cực là lỗi của họ,Thừa nhận và xin lỗi về mối quan ngại được nêu trong bài đánh giá|Cung cấp cho họ thông tin liên hệ của công ty,"Thái độ ứng xử dịch vụ khách hàng chuyên nghiệp là lắng nghe, nhận lỗi một cách cầu thị và cung cấp kênh liên hệ riêng để giải quyết thấu đáo vấn đề.",
5,matrix,"Bạn là sinh viên mới tốt nghiệp tại một trường đại học. Một trong những trách nhiệm của bạn là dạy kèm cho sinh viên đăng kí các khoá học giao tiếp kinh doanh năm thứ nhất. Kỳ thi giữa kì đang đến gần và bạn đang ôn tập các chủ đề với một nhóm 30 sinh viên. Bạn nhận ra rằng bạn phải tham gia với họ theo cách giúp mở rộng sự hiểu biết và học hỏi lẫn nhau. Đối với mỗi phát biểu, hãy chọn Đúng nếu mở rộng sự hiểu biết và học hỏi lẫn nhau hoặc chọn Sai nếu không:","COLS: Đúng | Sai /// ROWS: Phân tích các câu hỏi bài tập của sinh viên | Xác định khu vực nhầm lẫn và giải thích theo cách khác | Hỏi sinh viên xem họ có bất kì câu hỏi nào muốn hỏi hay không | Xem lại tất cả các chủ đề một lần nữa | Cung cấp tài liệu phát tay các thuật ngữ và định nghĩa kinh doanh cơ bản | Để mở rộng sự hiểu biết và học hỏi lẫn nhau, mọi người tham gia vào một cuộc trò chuyện phải đồng ý về một chủ đề.","Phân tích các câu hỏi bài tập của sinh viên: Đúng | Xác định khu vực nhầm lẫn và giải thích theo cách khác: Đúng | Hỏi sinh viên xem họ có bất kì câu hỏi nào muốn hỏi hay không: Đúng | Xem lại tất cả các chủ đề một lần nữa: Sai | Cung cấp tài liệu phát tay các thuật ngữ và định nghĩa kinh doanh cơ bản: Sai | Để mở rộng sự hiểu biết và học hỏi lẫn nhau, mọi người tham gia vào một cuộc trò chuyện phải đồng ý về một chủ đề.: Sai",Phương pháp học tương tác chủ động: giải đáp đúng chỗ vướng mắc và khích lệ đặt câu hỏi; việc giảng lại một chiều toàn bộ hay bắt buộc mọi người đồng quan điểm không mang lại hiệu quả.,
6,matrix,"Giáo viên khoa học của bạn đã sắp xếp một chuyến đi thực tế kĩ thuật số để thăm một thuỷ cung. Hướng dẫn viên tại thuỷ cung sẽ tổ chức một cuộc thảo luận trực tiếp với lớp học của bạn bằng cách sử dụng Zoom, Microsoft Teams hoặc một phần mềm hội nghị truyền hình tương tự. Bạn nên sử dụng những chiến lược nào để làm rõ những điểm mơ hồ trong hình thức giao tiếp này? Đối với mỗi phát biểu, hãy chọn Đúng nếu giúp làm rõ những điều mơ hồ trong hình thức giao tiếp này hoặc Sai nếu không giúp làm rõ:","COLS: Đúng | Sai /// ROWS: Bật Webcam của bạn và tập trung vào màn hình của bạn để người nói, bạn cùng lớp và giáo viên của bạn có thể thấy rằng bạn đang chú ý | Sử dụng biểu tượng ""Raise Hand"" khi bạn cần đặt câu hỏi | Bật Mi-crô của bạn khi bạn được mời thảo luận | Sử dụng tính năng trò chuyện riêng tư để thăm hỏi các sinh viên khác trong khi diễn giả đang trình bày","Bật Webcam của bạn và tập trung vào màn hình của bạn để người nói, bạn cùng lớp và giáo viên của bạn có thể thấy rằng bạn đang chú ý: Đúng | Sử dụng biểu tượng ""Raise Hand"" khi bạn cần đặt câu hỏi: Đúng | Bật Mi-crô của bạn khi bạn được mời thảo luận: Đúng | Sử dụng tính năng trò chuyện riêng tư để thăm hỏi các sinh viên khác trong khi diễn giả đang trình bày: Sai","Bật cam, giơ tay khi thắc mắc và bật mic khi được gọi giúp buổi trao đổi rõ ràng, văn minh; nói chuyện riêng trong khung chat làm mất tập trung.",
7,single,"Giám đốc của bạn đã thăng chức cho bạn làm người quản lí ban đêm tại một cửa hàng bán lẻ nhỏ. Anh ấy cung cấp cho bạn một danh sách các nhiệm vụ mà bạn phải đích thân thực hiện: Đóng máy tính tiền, đếm tiền và khoá két; Kiểm kê bất kì thùng hàng nào tính đến ngày hôm đó; Đặt báo thức; Khoá cửa hàng. Tuỳ chọn nào sau đây là phù hợp nhất để đảm bảo rằng bạn xác định được nhiệm vụ và hiểu các hướng dẫn của giám đốc?",Tôi sẽ thực hiện những công việc này theo trình tự nào?|Điều gì sẽ xảy ra nếu không có lô hàng để kiểm kê?|Nhiệm vụ nào là quan trọng nhất?|Điều gì xảy ra nếu tôi không có thời gian để làm tất cả những công việc này?,Tôi sẽ thực hiện những công việc này theo trình tự nào?,Hỏi rõ về trình tự thực hiện các bước đảm bảo quy trình đóng cửa và an toàn tài chính diễn ra theo đúng tiêu chuẩn vận hành của cửa hàng.,
8,single,"Khi bạn đến nơi làm việc, trưởng nhóm của bạn ngay lập tức gọi bạn vào văn phòng của cô ấy. Cô ấy có vẻ bực bội và nói như sau: ""Bạn thường đến muộn vào buổi sáng và tôi phải trả lời các cuộc gọi của bạn cho đến khi bạn đến, điều đó có nghĩa là tôi không hoàn thành công việc của mình!"" Bạn muốn chắc chắn hiểu lí do tại sao trưởng nhóm của bạn lại thất vọng để bạn có thể giải quyết vấn đề. Bạn nên trả lời như thế nào để làm rõ thông điệp của cô ấy?","Bạn có thực sự có nhiều việc phải làm không?|Tôi thực sự có thể liên quan đến những gì bạn đang nói. Tôi cũng ghét điều đó khi bạn đến muộn!|Vì thế, có phải bạn bực bội khi tôi đến muộn vì bạn phải trả lời các cuộc gọi của tôi?|Đôi khi tôi gặp khó khăn khi thức dậy sau khi chơi game trên máy tính cả đêm","Vì thế, có phải bạn bực bội khi tôi đến muộn vì bạn phải trả lời các cuộc gọi của tôi?",Kỹ thuật phản hồi tích cực (Active listening): Diễn đạt lại mối quan tâm cốt lõi của người nói giúp xác nhận chính xác nguồn cơn vấn đề mà không phòng thủ hay đổ lỗi.,
9,multiple,"Bạn là thành viên của một nhóm sinh viên đang tạo một trang Web cho một tổ chức tình nguyện địa phương. Sau cuộc gặp lần gần đây nhất của bạn với khách hàng, khách hàng đã nói với giáo viên của bạn rằng nhóm của bạn cần cải thiện kĩ năng giao tiếp. Tuỳ chọn nào sau đây là hành động mà bạn có thể thực hiện để cải thiện kĩ năng giao tiếp của mình? (Chọn 2)","Khi khách hàng đặt câu hỏi, hãy tóm tắt lại câu hỏi trước khi bạn trả lời|Khi nói chuyện với khách hàng, hãy nói với giọng điệu tích cực, tôn trọng|Nhắn tin cho khách hàng để xin lỗi vì kĩ năng giao tiếp kém|Để một thành viên khác trong nhóm tiếp quản việc giao tiếp trong cuộc họp tiếp","Khi khách hàng đặt câu hỏi, hãy tóm tắt lại câu hỏi trước khi bạn trả lời|Khi nói chuyện với khách hàng, hãy nói với giọng điệu tích cực, tôn trọng","Tóm tắt lại câu hỏi của khách hàng để đảm bảo hiểu đúng ý và giữ giọng điệu tích cực, tôn trọng là hai nguyên tắc giao tiếp chuyên nghiệp cơ bản.",
10,multiple,"Gần đây, lớp của bạn đã hoàn thành các dự án nhóm. Bạn đang chuẩn bị một bài thuyết trình về dự án của nhóm mình. Nhóm của bạn sẽ trình bày trực tiếp bài thuyết trình và sẽ được phát trực tiếp cho những người xem trực tuyến. Bạn cần đảm bảo rằng khán giả trực tuyến có thể xem và nghe được bài thuyết trình của bạn. Tuỳ chọn nào sau đây là hành động làm tăng mức độ tương tác của khán giả trong buổi thuyết trình? (Chọn 2)","Đọc to, rõ ràng nội dung của từng trang chiếu trong bài thuyết trình|Để các thành viên trong nhóm lần lượt trình bày thông tin|Khuyến khích tham gia bằng các cuộc thăm dò ý kiến hoặc các câu hỏi yêu cầu những người tham gia cần sử dụng tính năng giơ tay ảo|Nói với giọng đều đều nhẹ nhàng",Để các thành viên trong nhóm lần lượt trình bày thông tin|Khuyến khích tham gia bằng các cuộc thăm dò ý kiến hoặc các câu hỏi yêu cầu những người tham gia cần sử dụng tính năng giơ tay ảo,"Thay đổi người nói tạo cảm giác mới mẻ và sử dụng các công cụ tương tác số (thăm dò ý kiến, giơ tay) kéo người xem trực tuyến tham gia vào bài nói.",
