id,type,question,options,correct_answers,explanation,image
1,single,Dây an toàn của người đàn ông bị hỏng khi anh ta đang đu dây qua một khu rừng. Anh ấy bị thương nặng và công ty vận động viên trượt ván cần thông báo cho người thân trong liên hệ khẩn cấp (Emergency Contact) của anh ta. Làm thế nào để đại diện công ty truyền đạt thông tin cho người liên hệ khẩn cấp của người đàn ông?,Gọi điện thoại (Phone call)|Đăng bài lên mạng xã hội (Social media post)|Gửi tin nhắn văn bản (Text message)|Gửi thư điện tử (Email),Gọi điện thoại (Phone call),"Trong tình huống tai nạn nghiêm trọng và khẩn cấp, gọi điện thoại trực tiếp là phương thức liên lạc tức thời và chắc chắn nhất.",
2,single,Lớp học lịch sử mà bạn đang tham gia một chuyến đi thực tế đến một viện bảo tàng. Một số bạn cùng lớp không thể tham dự. Giáo viên của bạn đã yêu cầu một tình nguyện viên phát trực tuyến trên Web về chuyến đi thực tế. Ứng dụng nào sau đây sẽ thích hợp để tạo Webcast?,Zoom|Adobe InDesign|Microsoft PowerPoint|Google Chrome,Zoom,"Zoom hỗ trợ phát trực tiếp âm thanh, hình ảnh và camera di động từ xa theo thời gian thực tới nhiều người xem.",
3,matrix,Bạn đang phát triển một trang Web chấp nhận các đơn đặt hàng trực tuyến được đóng gói và vận chuyển. Bạn đã quyết định tạo một nguyên mẫu (Prototype) của trang Web trước khi công bố rộng rãi. Chọn Đúng nếu Prototype đạt được mục tiêu đã nêu hoặc Sai nếu không.,COLS: Đúng | Sai /// ROWS: Bạn muốn một người dùng kiểm tra khả năng điều hướng và đặt hàng trên trang Web | Bạn muốn thu thập thông tin phản hồi từ khách hàng về các sản phẩm được bán trên Website | Bạn muốn kiểm tra độ chính xác của quy trình từ đặt hàng đến vận chuyển,Bạn muốn một người dùng kiểm tra khả năng điều hướng và đặt hàng trên trang Web: Đúng | Bạn muốn thu thập thông tin phản hồi từ khách hàng về các sản phẩm được bán trên Website: Sai | Bạn muốn kiểm tra độ chính xác của quy trình từ đặt hàng đến vận chuyển: Đúng,"Bản mẫu (Prototype) dùng để thử nghiệm luồng trải nghiệm người dùng (UX) và quy trình vận hành hệ thống, không dùng để lấy ý kiến về sản phẩm thương mại.",
4,multiple,Cách phổ biến nhất để phân biệt giữa tiêu đề đoạn (Paragraph Headings) và nội dung (Body Text) trên trang Web là gì? (Chọn 2),Sử dụng một phông chữ cho tiêu đề và một phông chữ khác cho văn bản nội dung|Chỉ sử dụng phông chữ Serif|Sử dụng cùng một kích thước phông chữ cho cả tiêu đề và nội dung|Sử dụng cùng một phông chữ cho cả tiêu đề và nội dung|Sử dụng phông chữ lớn hơn cho tiêu đề so với văn bản nội dung,Sử dụng một phông chữ cho tiêu đề và một phông chữ khác cho văn bản nội dung|Sử dụng phông chữ lớn hơn cho tiêu đề so với văn bản nội dung,Tạo hệ thống phân cấp thị giác (Visual hierarchy) bằng cách sử dụng phông chữ lớn hơn và kết hợp 2 kiểu phông chữ khác nhau giữa tiêu đề và thân bài.,
5,single,Phần mềm bổ trợ nào sau đây cho phép người dùng thực hiện các chỉnh sửa và thay đổi nâng cao đối với hình ảnh?,Grammarly|Screencast|Photoshop|Text-to-speech,Photoshop,Adobe Photoshop là phần mềm chỉnh sửa ảnh chuyên nghiệp mạnh mẽ nhất với đầy đủ các công cụ biên tập và xử lý đồ họa nâng cao.,
6,single,Câu hỏi nào tốt nhất để một người đặt ra khi xác định mục đích của dự án của họ?,Khách hàng phải trả bao nhiêu cho dự án?|Bạn muốn người khác biết hoặc đạt được điều gì từ thông tin bạn chia sẻ?|Bạn nên sử dụng cài đặt trước nào?|Các số liệu và thông tin nhân khẩu học (Demographics) của khán giả như thế nào?,Bạn muốn người khác biết hoặc đạt được điều gì từ thông tin bạn chia sẻ?,Mục đích cốt lõi của một dự án truyền thông/thiết kế là xác định rõ kết quả hoặc hành động mong đợi mà người tiếp nhận thông tin sẽ đạt được.,
7,multiple,Tuỳ chọn nào sau đây giúp chỉnh sửa Video trên iPhone? (Chọn 3),Thêm bộ lọc (Adding Filters)|Điêu khắc (Sculpting)|Cắt (Trimming)|Điều chỉnh độ sáng (Adjusting Brightness)|Viền (Edging),Thêm bộ lọc (Adding Filters)|Cắt (Trimming)|Điều chỉnh độ sáng (Adjusting Brightness),"Ứng dụng Photos trên iPhone tích hợp sẵn các công cụ biên tập video cơ bản: Cắt ngắn thời lượng (Trim), thêm bộ lọc màu (Filters) và chỉnh sáng tối (Brightness).",
8,single,Phiên bản phần mềm nào cho phép người dùng truy cập một ứng dụng qua Internet?,Online|Local|Wi-Fi|Diagnostic,Online,"Phiên bản trực tuyến (Online/Web-based version - ví dụ Office Online, Google Docs) chạy trên đám mây và truy cập trực tiếp qua trình duyệt web.",
9,multiple,Tuỳ chọn nào sau đây được biết đến với việc sử dụng phông chữ Serif? (Chọn 2),Đề mục và tiêu đề (Heading and Title)|Sách (Book)|Báo (Newspaper)|Phương tiện truyền thông xã hội (Social Media),Sách (Book)|Báo (Newspaper),Phông chữ có chân (Serif) truyền thống như Times New Roman giúp dẫn dắt mắt đọc liên tục trên các trang in ấn dài như sách và báo giấy.,
10,multiple,Nếu một người dùng có nhiều dữ liệu để hiển thị thì ứng dụng nào là phù hợp nhất để họ sử dụng? (Chọn 2),PowerPoint|Teams|Access|Google Docs|Excel,Access|Excel,"Microsoft Excel và Microsoft Access là hai công cụ chuyên trách quản lý, tổ chức cơ sở dữ liệu và xử lý các tập dữ liệu lớn hàng đầu.",
