id,type,question,options,correct_answers,explanation,image
1,multiple,Bạn là trưởng nhóm thiết kế kĩ thuật số. Nhóm của bạn đang sáng tác một áp phích cho sự kiện gây quỹ tại địa phương. Bạn gửi bản dự thảo của áp phích cho khách hàng. Khách hàng muốn có một số thay đổi mà bạn và các thành viên trong nhóm tin rằng sẽ làm cho áp phích kém hấp dẫn và kém hiệu quả hơn. Bạn cần giao tiếp hiệu quả với khách hàng về những thay đổi trong thiết kế. Bạn nên thực hiện ba hành động nào?,"Nói với khách hàng rằng bạn không muốn thực hiện các thay đổi đó|Yêu cầu khách hàng giải thích lý do thay đổi và tác động của các thay đổi này đối với áp phích|Tạo mẫu áp phích theo những thay đổi của khách hàng và gửi cho họ|Nói với khách hàng rằng ý tưởng của họ không được hoan nghênh|Hướng cuộc thảo luận tập trung vào các lựa chọn thiết kế, thay vì phản ứng theo cảm xúc của bạn đối với những thay đổi của khách hàng|Nhắc nhở khách hàng rằng nhóm của bạn có kiến thức và kinh nghiệm để thiết kế nên một áp phích hoàn thiện hiệu quả","Yêu cầu khách hàng giải thích lý do thay đổi và tác động của các thay đổi này đối với áp phích|Tạo mẫu áp phích theo những thay đổi của khách hàng và gửi cho họ|Hướng cuộc thảo luận tập trung vào các lựa chọn thiết kế, thay vì phản ứng theo cảm xúc của bạn đối với những thay đổi của khách hàng","Giao tiếp chuyên nghiệp đòi hỏi gạt bỏ cảm xúc cá nhân, lắng nghe mục đích của khách và làm bản demo so sánh để khách hàng tự đánh giá hiệu quả thị giác.",
2,single,Tên quy trình của máy tính để chuyển đổi hình ảnh hoặc cảnh quay thành dạng cuối cùng của nó là gì?,Rendering|Computing|Initializing|Rasterizing,Rendering,"Rendering (Kết xuất đồ họa) là quá trình máy tính tính toán toàn bộ hiệu ứng, ánh sáng và mã hóa cảnh quay thành tệp hình ảnh/video đầu ra hoàn chỉnh.",
3,single,Kích thước phông chữ nào được sử dụng phổ biến nhất cho các tiêu đề?,8-12 pts|10-14 pts|18-28 pts|30-50 pts,18-28 pts,Tiêu đề văn bản thường sử dụng cỡ chữ từ 18pt đến 28pt để nổi bật hơn phần nội dung (thường là 10-12pt) mà không quá khổ.,
4,multiple,Bạn thiết kế một trang Web cho trường học để theo dõi sự tham gia của sinh viên vào các câu lạc bộ. Bạn tổ chức một buổi kiểm thử khả năng sử dụng để tìm hiểu xem sinh viên sử dụng trang Web thành thạo đến đâu. Bạn nên thực hiện hai hành động nào để đảm bảo nhận được dữ liệu kiểm thử chất lượng? (Chọn 2),Lắng nghe sinh viên và ghi lại bất kỳ câu hỏi nào của họ về cách sử dụng trang Web|Hướng dẫn sinh viên cách sử dụng trang Web|Theo dõi các sinh viên sử dụng trang Web và lưu ý xem họ gặp vấn đề gì không|Cho sinh viên biết lý do nhà trường yêu cầu bạn tạo trang,Lắng nghe sinh viên và ghi lại bất kỳ câu hỏi nào của họ về cách sử dụng trang Web|Theo dõi các sinh viên sử dụng trang Web và lưu ý xem họ gặp vấn đề gì không,"Trong kiểm thử khả năng sử dụng (Usability testing), người kiểm thử phải quan sát khách quan các thao tác tự nhiên của người dùng mà không can thiệp hay mớm hướng dẫn.",
5,single,Bạn cần thuyết trình một loạt hình ảnh và nội dung viết tay trong lớp lịch sử. Bạn nên sử dụng ứng dụng nào sau đây?,Quicken|Microsoft Excel|Audacity|Google Slides,Google Slides,Google Slides là ứng dụng trình chiếu trực tuyến chuyên dụng cho phép sắp xếp hình ảnh và văn bản để thuyết trình trước lớp.,
6,single,"Bạn đang sử dụng ứng dụng Microsoft Word trên máy tính sử dụng hệ điều hành Windows 10 để viết bài về công ty. Tên công ty, ABusiness, bắt đầu với hai chữ cái in hoa. Mỗi khi bạn gõ tên công ty, phần mềm sẽ sửa các chữ in hoa. Bạn có thể thay đổi tuỳ chọn chỉnh sửa này ở đâu?",Trong Language Preference của Office|Trong các tuỳ chọn hệ điều hành của máy tính|Trong cài đặt Grammar & Refinements|Trong AutoCorrect options,Trong AutoCorrect options,Tính năng tự động sửa lỗi viết hoa 2 chữ cái đầu (Correct TWo INitial CApitals) được quản lý trong hộp thoại AutoCorrect Options của Word.,
7,multiple,Bạn được giao nhiệm vụ thiết kế một trang Web nhằm đạt được các mục tiêu sau đây: Giúp sinh viên dễ dàng điền thời gian xin nghỉ học; Cho phép sinh viên nêu lí do vắng mặt; Hỗ trợ truy cập trang Web cho sinh viên có kết nối Internet chậm. Bạn cần phải hoàn thành trang Web này trong hai tuần nữa. Hai tiêu chí trang Web nào ràng buộc về thiết kế? (Chọn 2),Bạn cần phải hoàn thành trang Web này trong hai tuần nữa|Trang Web cần đưa ra phương pháp để sinh viên chỉ ra lí do vắng mặt|Trang Web phải dễ sử dụng|Trang Web cần hoạt động tốt với kết nối Internet chậm,Trang Web cần đưa ra phương pháp để sinh viên chỉ ra lí do vắng mặt|Trang Web cần hoạt động tốt với kết nối Internet chậm,Ràng buộc thiết kế (Design constraints) là các yêu cầu kỹ thuật cụ thể mà bản thiết kế phải đáp ứng (chức năng điền lý do và tối ưu tốc độ cho mạng chậm).,
8,single,"Bạn đang sử dụng một chương trình mới lần đầu tiên. Bạn cần lưu lại công việc của mình. Dựa trên những tiêu chuẩn của phần mềm, bạn nên tìm tính năng Save trên Menu nào sau đây?",View|Share|Edit|File|Help,File,"Theo chuẩn thiết kế giao diện phần mềm, các lệnh quản lý tệp như Lưu (Save), Mở (Open) và Đóng (Close) luôn nằm trong menu Tệp (File).",
9,matrix,Bạn cần chọn một dự án để nói lên cách hiểu của mình về một cuốn tiểu thuyết mà bạn đọc cho lớp tiếng Anh. Nối từng ứng dụng với tác vụ thích hợp.,COLS: Adobe Photoshop | Microsoft Teams | Grammarly | Audacity /// ROWS: Thu âm một bản Podcast đánh giá cuốn tiểu thuyết | Thiết kế một tấm áp phích cho cuốn tiểu thuyết | Gặp bạn cùng lớp trên mạng để thảo luận về cuốn tiểu thuyết | Tìm và sửa lỗi bài luận về cuốn tiểu thuyết,Thu âm một bản Podcast đánh giá cuốn tiểu thuyết: Audacity | Thiết kế một tấm áp phích cho cuốn tiểu thuyết: Adobe Photoshop | Gặp bạn cùng lớp trên mạng để thảo luận về cuốn tiểu thuyết: Microsoft Teams | Tìm và sửa lỗi bài luận về cuốn tiểu thuyết: Grammarly,Audacity thu âm podcast; Photoshop thiết kế poster; Teams họp thảo luận nhóm; Grammarly rà soát ngữ pháp bài luận.,
10,multiple,Trường của bạn yêu cầu bạn thiết kế một trang Web để theo dõi việc tham gia vào các câu lạc bộ của sinh viên. Bạn tập hợp các thành viên trong nhóm của mình để đưa ra các ý tưởng để giải quyết vấn đề trên. Hành động nào sau đây sẽ có ích cho quá trình hình thành ý tưởng? (Chọn 2),Không chỉ trích các ý tưởng của những thành viên khác trong nhóm|Khuyến khích các ý tưởng táo bạo|Đặt giới hạn mỗi thành viên trong nhóm chỉ đưa ra một hoặc hai ý tưởng|Chỉ chia sẻ những ý tưởng mà bạn cảm thấy rất tự,Không chỉ trích các ý tưởng của những thành viên khác trong nhóm|Khuyến khích các ý tưởng táo bạo,"Nguyên tắc cốt lõi của Brainstorming là không phán xét/chỉ trích ý kiến và luôn khích lệ các ý tưởng sáng tạo, táo bạo để mở rộng giải pháp.",
