id,type,question,options,correct_answers,explanation,image
1,multiple,"Khi nói đến khả năng tiếp cận cho người dùng khiếm thị, tuỳ chọn nào sau đây cần được xem xét? (Chọn 3)",Sử dụng phông chữ hoặc biểu đồ có kết cấu rất khó đọc|Nền trắng truyền thống với văn bản đen hoặc nền đen với văn bản trắng thường dễ đọc nhất|Màu neon sáng dễ đọc hơn|Màu sắc tương phản cao và thấp có thể khó đọc|Văn bản lớn dễ đọc nhất,Nền trắng truyền thống với văn bản đen hoặc nền đen với văn bản trắng thường dễ đọc nhất|Màu sắc tương phản cao và thấp có thể khó đọc|Văn bản lớn dễ đọc nhất,"Độ tương phản đen/trắng truyền thống, kích thước chữ lớn và việc kiểm soát mức độ tương phản vừa phải giúp người có thị lực kém đọc dễ dàng nhất.",
2,single,Đối tượng nào sau đây chủ yếu sử dụng văn bản thay thế (Alternative Text)?,Người khiếm thị|Những người có trở ngại về lời nói|Người khiếm thính|Người không biết đọc,Người khiếm thị,"Người khiếm thị sử dụng phần mềm đọc màn hình (Screen reader), phần mềm này sẽ đọc văn bản thay thế (Alt text) để mô tả nội dung bức ảnh cho họ.",
3,single,Sử dụng ............. có thể giúp những người bị mù màu phân biệt giữa các thành phần biểu đồ khác nhau.,small text|textures|bright colors|numbers,textures,Chất liệu/họa tiết hoa văn (textures) trên các cột hoặc lát cắt biểu đồ giúp người mù màu phân biệt các phần tử mà không phụ thuộc vào màu sắc.,
4,matrix,"Bạn đang thêm văn bản thay thế (Alt Text) vào hình ảnh trên trang Web của mình. Với mỗi loại thông tin sau đây, hãy chọn Có nếu thấy cần thêm thông tin đó vào văn bản thay thế hoặc Không nếu không cần.",COLS: Có | Không /// ROWS: Bản quyền hình ảnh | Mô tả ngắn về hình ảnh | Bối cảnh và chi tiết liên quan đến mục đích của hình,Bản quyền hình ảnh: Không | Mô tả ngắn về hình ảnh: Có | Bối cảnh và chi tiết liên quan đến mục đích của hình: Có,"Alt text cần mô tả ngắn gọn nội dung và ngữ cảnh phục vụ mục đích truyền tải của hình ảnh; thông tin bản quyền được đặt ở phần chú thích (caption/credit), không đưa vào Alt text.",
5,matrix,"Để truyền đạt kết quả các tập dữ liệu, sẽ hữu ích khi hiển thị chúng một cách trực quan. Chọn định dạng trực quan thích hợp để thể hiện tập dữ liệu được mô tả. Chọn Đúng nếu định dạng trực quan phù hợp hoặc Sai nếu không.","COLS: Đúng | Sai /// ROWS: Một bảng sẽ là tốt nhất để minh hoạ các mối quan hệ đơn giản giữa một phần và toàn bộ trong một tập dữ liệu | Để hiển thị các xu hướng thay đổi theo thời gian, bạn nên sử dụng biểu đồ đường | Hiển thị số lượng bán của các sản phẩm khác nhau có thể được biểu diễn bằng biểu đồ cột | Hiển thị thứ hạng so sánh của dữ liệu, có thể được biểu diễn bằng biểu đồ","Một bảng sẽ là tốt nhất để minh hoạ các mối quan hệ đơn giản giữa một phần và toàn bộ trong một tập dữ liệu: Sai | Để hiển thị các xu hướng thay đổi theo thời gian, bạn nên sử dụng biểu đồ đường: Đúng | Hiển thị số lượng bán của các sản phẩm khác nhau có thể được biểu diễn bằng biểu đồ cột: Đúng | Hiển thị thứ hạng so sánh của dữ liệu, có thể được biểu diễn bằng biểu đồ: Đúng",Mối quan hệ từng phần trên tổng thể phải dùng biểu đồ tròn (Pie Chart) chứ không dùng bảng biểu.,
6,matrix,Bạn đang tạo nội dung cho một trang Web. Bạn cần tuân thủ các tiêu chuẩn về khả năng tiếp cận. Hoàn thành các câu dưới đây bằng cách lựa chọn tuỳ chọn đúng từ mỗi danh sách thả xuống.,COLS: độ tương phản cao | Sans-serif | 11 point/15 pixel /// ROWS: Kiểu phông chữ ưa chuộng là: | Bạn cần duy trì giữa màu chữ và màu nền.: | Kích thước phông chữ được khuyến nghị tối thiểu cho văn bản nội dung của trang Web là:,Kiểu phông chữ ưa chuộng là:: Sans-serif | Bạn cần duy trì giữa màu chữ và màu nền.:: độ tương phản cao | Kích thước phông chữ được khuyến nghị tối thiểu cho văn bản nội dung của trang Web là:: 11 point/15 pixel,"Chuẩn tiếp cận web: Dùng phông không chân (Sans-serif) hiển thị rõ trên màn hình, duy trì tương phản cao giữa chữ và nền, và cỡ chữ tối thiểu khoảng 15px (11pt).",
7,multiple,"Hành động nào sau đây, có thể cải thiện khả năng đọc? (Chọn 3)","Sử dụng nhiều màu chữ khác nhau|Thêm hoặc xoá khoảng cách giữa các dòng|Giữ độ dài dòng ngắn, khoảng 66 kí tự|Sử dụng kích thước phông chữ từ 15-25px|Pha trộn nhiều phông chữ màu đỏ và xanh lá cây|Sử dụng các sắc thái nhẹ của văn","Thêm hoặc xoá khoảng cách giữa các dòng|Giữ độ dài dòng ngắn, khoảng 66 kí tự|Sử dụng kích thước phông chữ từ 15-25px","Khoảng cách dòng hợp lý, chiều dài dòng tối ưu khoảng 66 ký tự và cỡ chữ 15-25px giúp mắt người đọc dễ dàng quét và theo dõi dòng chữ.",
8,multiple,Thành phần của trang Web nào sau đây là thích hợp để sử dụng thuộc tính văn bản thay thế (Alt Text)? (Chọn 2),Mục lục (Table of Contents)|Hình ảnh (Image)|Chú thích (Caption)|URL dài (Lengthy URL)|Chỉ mục (Index),Hình ảnh (Image)|URL dài (Lengthy URL),Thuộc tính Alt text được sử dụng cho hình ảnh (Image) và các đường dẫn URL quá dài phức tạp để trình đọc màn hình diễn giải nội dung ngắn gọn cho người dùng.,
9,single,Văn bản thay thế (Alt Text) là gì?,Cho phép các đoạn kết thay thế trong một câu chuyện|Thay đổi nội dung trên một trang Web|Cung cấp cho người dùng các ngôn ngữ thay thế để xem các trang Web|Mô tả chức năng của hình ảnh,Mô tả chức năng của hình ảnh,Văn bản thay thế (Alt Text) là đoạn văn bản ngắn mô tả trực tiếp ý nghĩa và chức năng của hình ảnh trong trường hợp ảnh bị lỗi hoặc phục vụ trình đọc màn hình.,
10,matrix,"Thông lệ phổ biến tại hầu hết các hội nghị là không đặt câu hỏi cho các diễn giả chính trong khi thuyết trình trước khán giả trong khán phòng có quy mô lớn. Những diễn giả này phải dựa vào các phương pháp khác để điều chỉnh và tuỳ chỉnh thông điệp của họ dựa trên phản hồi của khán giả. Đối với mỗi phương pháp, hãy chọn Đúng nếu giúp điều chỉnh thông điệp của người nói và Sai nếu không:",COLS: Đúng | Sai /// ROWS: Quan sát khán giả để biết ngôn ngữ cơ thể tích cực và tiêu cực | Phân phát bản đánh giá sau buổi thuyết trình cho khán giả và gửi các ghi chú làm rõ qua Email cho khán giả vài ngày sau đó | Đo lường doanh số bán sản phẩm sau mỗi lần thuyết trình | Quan sát xem có bao nhiêu khán giả ở lại sau đó,Quan sát khán giả để biết ngôn ngữ cơ thể tích cực và tiêu cực: Đúng | Phân phát bản đánh giá sau buổi thuyết trình cho khán giả và gửi các ghi chú làm rõ qua Email cho khán giả vài ngày sau đó: Đúng | Đo lường doanh số bán sản phẩm sau mỗi lần thuyết trình: Sai | Quan sát xem có bao nhiêu khán giả ở lại sau đó: Sai,Ngôn ngữ cơ thể trực tiếp và phiếu khảo sát đánh giá sau buổi thuyết trình phản ánh trực tiếp mức độ tiếp nhận thông điệp của khán giả.,
