id,type,question,options,correct_answers,explanation,image
1,single,Loại biểu đồ hoặc đồ thị nào được sử dụng để quan sát sự tương quan và phân bố của dữ liệu?,Scatter plot graph|Tablet chart|Line graph|Pie chart,Scatter plot graph,Biểu đồ phân tán (Scatter Plot) dùng các tọa độ điểm để mô tả trực quan mối tương quan và mức độ phân tán giữa hai biến số lượng lớn.,
2,matrix,Nối từng loại biểu đồ trong danh sách ở cột bên phải với mục tiêu hiển thị trực quan tương ứng của nó ở cột bên trái.,COLS: Biểu đồ tròn (Pie Chart) | Biểu đồ phân tán (Scatter Plot) | Biểu đồ đường (Line Graph) /// ROWS: Cho thấy mối tương quan và sự phân bổ của một lượng lớn dữ liệu | Hiển thị cách một hoặc nhiều chuỗi dữ liệu (Data series) thay đổi theo thời gian | Minh hoạ các mối quan hệ từng phần (Part to while relation) đơn giản trong một tập dữ liệu nhỏ,Cho thấy mối tương quan và sự phân bổ của một lượng lớn dữ liệu: Biểu đồ phân tán (Scatter Plot) | Hiển thị cách một hoặc nhiều chuỗi dữ liệu (Data series) thay đổi theo thời gian: Biểu đồ đường (Line Graph) | Minh hoạ các mối quan hệ từng phần (Part to while relation) đơn giản trong một tập dữ liệu nhỏ: Biểu đồ tròn (Pie Chart),Scatter Plot thể hiện tương quan/phân bổ; Line Graph thể hiện thay đổi theo thời gian; Pie Chart biểu thị tỷ lệ phần trăm từng phần trên tổng thể.,
3,multiple,Công cụ phần mềm nào sẽ tốt nhất để tạo sơ đồ? (Chọn 2),SmartDraw|Affinity Designer|Adobe Illustrator|Microsoft Visio|Intuit QuickBoo,SmartDraw|Microsoft Visio,Microsoft Visio và SmartDraw là hai phần mềm chuyên nghiệp hàng đầu được thiết kế riêng để vẽ lưu đồ quy trình và sơ đồ kỹ thuật số.,
4,matrix,Bạn đang tạo một lưu đồ. hãy nối từng mô tả với kí hiệu tương ứng.,COLS: Hình thoi | Hình bầu dục | Hình bán bầu dục | Hình bình hành /// ROWS: Điểm cuối: Thể hiện điểm bắt đầu hoặc kết thúc quy trình | Quyết định: Thể hiện điểm quyết định giữa hai hoặc nhiều đường trong bảng | Độ trễ: Thể hiện độ trễ trong quy trình | Dữ liệu: Có thể trình bày bất kì loại dữ liệu nào trong một lưu đồ,Điểm cuối: Thể hiện điểm bắt đầu hoặc kết thúc quy trình: Hình bầu dục | Quyết định: Thể hiện điểm quyết định giữa hai hoặc nhiều đường trong bảng: Hình thoi | Độ trễ: Thể hiện độ trễ trong quy trình: Hình bán bầu dục | Dữ liệu: Có thể trình bày bất kì loại dữ liệu nào trong một lưu đồ: Hình bình hành,Hình bầu dục: Điểm đầu/cuối; Hình thoi: Điều kiện quyết định; Hình bán bầu dục: Độ trễ (Delay); Hình bình hành: Nhập/xuất dữ liệu.,
5,matrix,Bạn có một lượng lớn dữ liệu thô để chia sẻ với khách hàng. Bạn quyết định tạo một bản trình bày trực quan. Hoàn thành các câu bằng cách kéo từng đối tượng từ cột bên phải sang chức năng của nó ở cột bên trái.,"COLS: Table | Bar Chart | Line Chart | Pie Chart /// ROWS: Để hiển thị một so sánh xếp hạng của dữ liệu, hãy sử dụng: | Để hiển thị mối quan hệ của các phần dữ liệu với tổng thể, hãy sử dụng: | Để hiển thị các thay đổi hoặc xu hướng trong dữ liệu theo thời gian, hãy sử dụng: | Để tóm tắt các phép đo chính xác, hãy sử dụng:","Để hiển thị một so sánh xếp hạng của dữ liệu, hãy sử dụng:: Bar Chart | Để hiển thị mối quan hệ của các phần dữ liệu với tổng thể, hãy sử dụng:: Pie Chart | Để hiển thị các thay đổi hoặc xu hướng trong dữ liệu theo thời gian, hãy sử dụng:: Line Chart | Để tóm tắt các phép đo chính xác, hãy sử dụng:: Table",Bar Chart: so sánh xếp hạng thứ bậc; Pie Chart: tỷ lệ phần trăm; Line Chart: biến thiên xu hướng thời gian; Table: tra cứu số liệu đo lường chính xác.,
6,matrix,"Khi chọn cách tốt nhất để phân phối thông tin, bạn nên xem xét đối tượng và hình thức truyền thông có sẵn. Hoàn thành các câu sau đây bằng cách kéo từng đối tượng trong danh sách ở cột bên phải sang tình huống tương ứng ở cột bên trái:",COLS: Audio | Video | Social Media | Email /// ROWS: Một cửa hàng đang có đợt giảm giá vào dịp lễ và muốn gửi phiếu giảm giá cho khách hàng thân thiết của họ... Cách tốt nhất để phân phối phiếu giảm giá là sử dụng: | Một dàn hợp xướng địa phương muốn quảng bá Album giáng sinh mới của họ... Cách tốt nhất để phân phối bài hát này đến khán giả là sử dụng: | Bạn muốn chia sẻ một lí thuyết tới người khác dưới dạng Podcast. Cách tốt nhất để phân phối là sử dụng: | Một huấn luyện viên thể dục đã tạo ra một thói quen mới cho khách hàng của mình. Việc tập luyện khoảng 30 phút. Cách tốt nhất để anh ta phân phát các bài hướng dẫn là sử dụng:,Một cửa hàng đang có đợt giảm giá vào dịp lễ và muốn gửi phiếu giảm giá cho khách hàng thân thiết của họ... Cách tốt nhất để phân phối phiếu giảm giá là sử dụng:: Email | Một dàn hợp xướng địa phương muốn quảng bá Album giáng sinh mới của họ... Cách tốt nhất để phân phối bài hát này đến khán giả là sử dụng:: Social Media | Bạn muốn chia sẻ một lí thuyết tới người khác dưới dạng Podcast. Cách tốt nhất để phân phối là sử dụng:: Audio | Một huấn luyện viên thể dục đã tạo ra một thói quen mới cho khách hàng của mình. Việc tập luyện khoảng 30 phút. Cách tốt nhất để anh ta phân phát các bài hướng dẫn là sử dụng:: Video,Phiếu giảm giá khách quen gửi qua Email; viral bài hát dùng Mạng xã hội; Podcast dùng Audio; bài tập thể dục trực quan dùng Video.,
7,matrix,"Phân tích các phát biểu sau về việc làm và cách thức việc làm liên quan đến việc sử dụng và quyền riêng tư trên mạng xã hội. Với mỗi phát biểu, hãy chọn Đúng hoặc Sai.",COLS: Đúng | Sai /// ROWS: Các công ty được phép giám sát các bài đăng trên mạng xã hội của bạn | Bạn có thể bị sa thải vì những thông điệp đăng trên mạng xã hội vào thời gian rảnh | Công ty có thể hạn chế những gì bạn đăng tải trên các tài khoản mạng xã hội cá nhân của bạn,Các công ty được phép giám sát các bài đăng trên mạng xã hội của bạn: Đúng | Bạn có thể bị sa thải vì những thông điệp đăng trên mạng xã hội vào thời gian rảnh: Đúng | Công ty có thể hạn chế những gì bạn đăng tải trên các tài khoản mạng xã hội cá nhân của bạn: Sai,Công ty có quyền theo dõi mạng xã hội công khai và có thể xử lý kỷ luật/sa thải nhân viên nếu phát ngôn gây tổn hại uy tín doanh nghiệp; tuy nhiên công ty không thể can thiệp cấm đoán quyền tự do trên tài khoản cá nhân ngoài các điều khoản hợp đồng.,
8,single,Thuật ngữ Readability là gì?,Chất lượng văn bản được rõ ràng hoặc có thể đọc được|Văn bản tràn trang|Phông chữ màu đỏ|Kích thước phông chữ rất lớn để có thể nhìn rõ,Chất lượng văn bản được rõ ràng hoặc có thể đọc được,"Readability (Khả năng đọc) là mức độ dễ dàng, rõ ràng và mạch lạc giúp người đọc tiếp thu nội dung văn bản một cách thuận tiện nhất.",
9,multiple,Tuỳ chọn nào sau đây sẽ giúp trang Web dễ tiếp cận hơn với người dùng bị khiếm thị? (Chọn 2),"Sử dụng màu sắc tương phản|Sử dụng nền tối với phông chữ có màu xanh nước biển, nâu hoặc đen|Sử dụng chất liệu (Textures) và hoa văn (Patterns)|Sử dụng màu sắc để truyền tải thông tin|Tránh phối màu đơn sắc",Sử dụng màu sắc tương phản|Sử dụng chất liệu (Textures) và hoa văn (Patterns),Màu sắc tương phản cao giúp phân tách nội dung rõ ràng và việc sử dụng họa tiết/hoa văn giúp người mù màu hoặc khiếm thị dễ phân biệt các vùng dữ liệu.,
10,single,Phần mềm tiện ích bổ sung nào sau đây có lợi cho người dùng gặp khó khăn với việc đọc hoặc bị suy giảm thị lực?,Audacity|PowerPoint|Text-to-speech|Photoshop,Text-to-speech,"Công nghệ Text-to-speech (Chuyển văn bản thành giọng nói) đọc to nội dung chữ trên màn hình thành âm thanh, hỗ trợ trực tiếp cho người khiếm thị.",
