id,type,question,options,correct_answers,explanation,image
1,multiple,"Trường cao đẳng cộng đồng mà bạn theo học đã dán tờ thông báo sau đây ở một số địa điểm xung quanh khuôn viên trường. Bạn đã đọc và muốn phản hồi một cách thích hợp: TẤT CẢ CÁC BẠN HỌC SINH CHÚ Ý: Bắt đầu từ ngày 15 tháng 10, hồ bơi sẽ đóng cửa để tân trang lại. Thời gian dự kiến sẽ đóng cửa cho đến hết ngày 1 tháng 6... Tuỳ chọn nào sau đây, xác định các vấn đề được truyền đạt trong thông điệp này? (Chọn 2)","Thành phố đã đóng cửa bể bơi đại học|Tất cả các hoạt động bơi lội do trường đại học tài trợ tạm thời bị đình chỉ, nhưng học sinh có thể bơi miễn phí tại trung tâm giải trí của thành phố|Hồ bơi sẽ đóng cửa từ ngày 15 tháng 10 đến ngày 1 tháng 6 để tu sửa|Học sinh bơi miễn phí tại trung tâm giải trí của thành phố cả năm. Họ chỉ cần xuất trình thẻ sinh viên của họ|Trường đại học đang thay thế hồ bơi bằng một trung tâm giải trí. Hồ bơi trong khuôn viên trường sẽ đóng cửa vào ngày 15 tháng 10.","Tất cả các hoạt động bơi lội do trường đại học tài trợ tạm thời bị đình chỉ, nhưng học sinh có thể bơi miễn phí tại trung tâm giải trí của thành phố|Hồ bơi sẽ đóng cửa từ ngày 15 tháng 10 đến ngày 1 tháng 6 để tu sửa",Hai thông tin cốt lõi trong thông báo: Hồ bơi sửa chữa từ 15/10 đến 01/6 và sinh viên được hỗ trợ sang bơi miễn phí tại trung tâm giải trí thành phố.,
2,matrix,"Bạn được yêu cầu xử lí những đánh giá không hài lòng và tức giận từ khách hàng trực tuyến. Bạn cần xác định cách tuỳ chỉnh tin nhắn để gửi đến những khách hàng này. Với mỗi tuỳ chỉnh sau đây, hãy chọn Đúng nếu bạn nên thực hiện tuỳ chỉnh này, ngược lại hãy chọn Sai:",COLS: Đúng | Sai /// ROWS: Đưa ra giải pháp cho các vấn đề mà khách hàng nêu lên | Chỉ xin lỗi nếu khách hàng khiếu nại đúng | Nói với những khách hàng không hài lòng rằng nhiều khách hàng khác đã đánh giá tích cực về công ty của bạn,Đưa ra giải pháp cho các vấn đề mà khách hàng nêu lên: Đúng | Chỉ xin lỗi nếu khách hàng khiếu nại đúng: Sai | Nói với những khách hàng không hài lòng rằng nhiều khách hàng khác đã đánh giá tích cực về công ty của bạn: Sai,Cần tập trung đưa ra giải pháp giải quyết khiếu nại; không tranh cãi đúng sai hay khoe khoang đánh giá tốt của khách khác trước mặt khách đang bực bội.,
3,multiple,Trường học của bạn chuẩn bị tổ chức một hội chợ khoa học ảo. Bạn là đại sứ sinh viên hỗ trợ điều phối hội trợ khoa học này. Bạn muốn đảm bảo rằng những người học tiếng Anh tham dự hội chợ khoa học cảm thấy được chào đón và sẽ được thông báo đầy đủ về chương trình khoa học của trường. Tuỳ chọn nào sau đây là hành động mà bạn có thể thực hiện để đảm bảo những người tham dự hội chợ khoa học ảo sẽ cảm thấy được chào đón và được thông báo đầy đủ thông tin? (Chọn 2),"Sử dụng phần mềm để tạo và hiển thị phụ đề mở bằng ngôn ngữ của khán giả|Trước tiên, trình bày các dự án hội chợ khoa học bằng tiếng Anh, sau đó trình bày dưới dạng văn bản sử dụng ngôn ngữ được sử dụng nhiều nhất|Yêu cầu các thành viên trong gia đình phiên dịch tại nhà trong khi các dự án được trình bày|Ngoài việc sử dụng ngôn ngữ, bạn nên sử dụng cử chỉ và thành phần đồ hoạ trực quan để trình bày các dự án hội chợ khoa học, giúp những người xem hiểu thông điệp mà không phụ thuộc vào ngôn","Sử dụng phần mềm để tạo và hiển thị phụ đề mở bằng ngôn ngữ của khán giả|Ngoài việc sử dụng ngôn ngữ, bạn nên sử dụng cử chỉ và thành phần đồ hoạ trực quan để trình bày các dự án hội chợ khoa học, giúp những người xem hiểu thông điệp mà không phụ thuộc vào ngôn",Cung cấp phụ đề đa ngữ và tăng cường hình ảnh minh họa trực quan giúp người xem vượt qua rào cản ngôn ngữ dễ dàng.,
4,matrix,Bạn làm việc trong trung tâm hỗ trợ cuộc gọi hội nghị truyền hình. Bạn vừa nhận được một cuộc điện thoại từ một khách hàng trong tình trạng khổ sở khi thông báo rằng cô ấy không thể kết nối với chương trình phát sóng trực tiếp của công ty cô ấy. Bạn hãy đặt các bước giải quyết theo đúng thứ tự:,"COLS: Bước 1 | Bước 2 | Bước 3 | Bước 4 | Bước 5 | Bước 6 /// ROWS: Chào hỏi khách hàng bằng một giọng điệu thân thiện và yêu cầu cô ấy mô tả vấn đề | Đảm bảo với khách hàng rằng bạn sẽ giúp họ | Đặt các câu hỏi thích hợp để xác minh xem khách hàng có đảm bảo đúng phần cứng và phần mềm tối thiểu cần thiết cho cuộc gọi hội nghị truyền hình hay không | Nếu khách hàng không có phần cứng và phần mềm tối thiểu, hãy nhẹ nhàng thông báo cho cô ấy rằng cô ấy sẽ không thể tham gia hội nghị video và khuyến khích cô ấy nói chuyện với người giám sát trên công ty của mình | Nếu khách hàng đã đảm bảo đúng phần cứng và phần mềm, hãy đặt lại kết nối của họ và hướng dẫn họ khởi động lại và đăng nhập lại | Ghi lại các cuộc gọi điện thoại thành dạng tài liệu...","Chào hỏi khách hàng bằng một giọng điệu thân thiện và yêu cầu cô ấy mô tả vấn đề: Bước 1 | Đảm bảo với khách hàng rằng bạn sẽ giúp họ: Bước 2 | Đặt các câu hỏi thích hợp để xác minh xem khách hàng có đảm bảo đúng phần cứng và phần mềm tối thiểu cần thiết cho cuộc gọi hội nghị truyền hình hay không: Bước 3 | Nếu khách hàng không có phần cứng và phần mềm tối thiểu, hãy nhẹ nhàng thông báo cho cô ấy rằng cô ấy sẽ không thể tham gia hội nghị video và khuyến khích cô ấy nói chuyện với người giám sát trên công ty của mình: Bước 4 | Nếu khách hàng đã đảm bảo đúng phần cứng và phần mềm, hãy đặt lại kết nối của họ và hướng dẫn họ khởi động lại và đăng nhập lại: Bước 5 | Ghi lại các cuộc gọi điện thoại thành dạng tài liệu...: Bước 6",Quy trình hỗ trợ: Chào hỏi -> Trấn an -> Kiểm tra cấu hình tối thiểu -> Xử lý tình huống theo điều kiện phần cứng -> Hướng dẫn reset kết nối -> Lưu nhật ký ticket hỗ trợ.,
5,single,"Một Resort trong rừng đã được đặt hết phòng cho kì nghỉ mùa thu, nhưng một tuần trước một vụ cháy rừng đã xảy ra trong khu vực, làm hư hại và đóng cửa con đường dẫn đến Resort. Cách nào sau đây là tốt nhất để Resort chuyển tin tức về thiệt hại do hoả hoạn cho khách hàng?",Gửi một lá thư|Tổ chức hội nghị truyền hình|Gửi tin nhắn văn bản ngắn gọn|Gửi một Email chi tiết,Gửi một Email chi tiết,"Email chi tiết cho phép trình bày đầy đủ hoàn cảnh sự cố, hướng dẫn hủy phòng/hoàn tiền và các phương án hỗ trợ mà vẫn đảm bảo tính kịp thời.",
6,single,"Khi có điều gì đó không mong muốn phát sinh trong một công ty, tuỳ chọn nào nên được thực hiện trước khi liên hệ với các khách hàng bị ảnh hưởng?",Công ty nên hiểu vấn đề và xác định giải pháp cho vấn đề|Công ty sẽ mất nhiều tháng để xác định giải pháp tốt nhất|Công ty nên quyết định chỉ nhắn tin hoặc gọi điện cho khách hàng|Không có gì; khách hàng có quyền biết nếu có vấn đề ngay lập tức,Công ty nên hiểu vấn đề và xác định giải pháp cho vấn đề,"Trước khi thông báo sự cố cho khách hàng, doanh nghiệp cần nắm rõ nguyên nhân và chuẩn bị sẵn phương án khắc phục để khách hàng an tâm.",
7,matrix,"Bạn đã được chỉ định lãnh đạo nhóm dịch vụ khách hàng cho một sản phẩm cụ thể trong công ty của bạn. Các thành viên trong nhóm của bạn ở các múi giờ khác nhau. Mục tiêu của bạn là xác định và hiểu các vấn đề với sản phẩm để bạn có thể đề xuất các giải pháp cho công ty. Đối với mỗi phát biểu sau đây, hãy chọn Đúng nếu đạt được thành công trong một nhóm ảo hoặc Sai nếu không đạt được.","COLS: Đúng | Sai /// ROWS: Nhấn mạnh rằng tất cả các trao đổi của nhóm đều sử dụng Video trực tiếp, ngay cả khi yêu cầu tham gia vào ban đêm | Thiết lập vị trí lưu trữ dùng chung để các thành viên trong nhóm có thể truy cập và cộng tác trên các tập tin | Yêu cầu mỗi thành viên trong nhóm xác định quỹ du lịch để gặp nhau hàng tháng để họ có thể hình thành mối quan hệ thân thiết hơn | Chỉ sử dụng các hình thức giao không đồng bộ càng nhiều càng tốt","Nhấn mạnh rằng tất cả các trao đổi của nhóm đều sử dụng Video trực tiếp, ngay cả khi yêu cầu tham gia vào ban đêm: Sai | Thiết lập vị trí lưu trữ dùng chung để các thành viên trong nhóm có thể truy cập và cộng tác trên các tập tin: Đúng | Yêu cầu mỗi thành viên trong nhóm xác định quỹ du lịch để gặp nhau hàng tháng để họ có thể hình thành mối quan hệ thân thiết hơn: Sai | Chỉ sử dụng các hình thức giao không đồng bộ càng nhiều càng tốt: Đúng",Nhóm ảo khác múi giờ cần tận dụng không gian lưu trữ đám mây và giao tiếp không đồng bộ linh hoạt; không nên ép họp video đêm hay bắt gặp mặt trực tiếp hàng tháng.,
8,multiple,Người đại diện của công ty nên hành động như thế nào khi thông báo tin xấu cho khách hàng? (Chọn 3),Nói lớn tiếng|Cảm thông|Không tức giận|Trung thực,Cảm thông|Không tức giận|Trung thực,"Khi đưa tin bất lợi, nhân viên cần thể hiện sự đồng cảm, giữ thái độ bình tĩnh kiềm chế và trung thực với thông tin cung cấp.",
9,matrix,"Bạn thấy bạn cùng lớp đăng một số nội dung đáng ngờ trên một trang mạng xã hội. Với mỗi loại nội dung, hãy chọn Có nếu bạn cần báo cáo cho cơ quan hành pháp hoặc Không nếu không cần.",COLS: Có | Không /// ROWS: Bản sao của bài kiểm tra lịch sử ngày mai | Khiếu nại về một giáo viên cụ thể | Đe doạ bạo lực đối với các thành viên trong câu lạc bộ của trường | Một hình ảnh đáng xấu hổ của bạn cùng lớp,Bản sao của bài kiểm tra lịch sử ngày mai: Không | Khiếu nại về một giáo viên cụ thể: Không | Đe doạ bạo lực đối với các thành viên trong câu lạc bộ của trường: Có | Một hình ảnh đáng xấu hổ của bạn cùng lớp: Không,"Chỉ những hành vi đe dọa bạo lực, gây nguy hiểm đến tính mạng hoặc an toàn thể chất mới thuộc thẩm quyền can thiệp khẩn cấp của cơ quan công an/hành pháp.",
10,single,Lớp khoa học của bạn đã được chia thành các đội. Mỗi đội phải xây dựng một bài thuyết trình trực tuyến cho một trường Tiểu học. Nhóm của bạn đã được chỉ định xây dựng một bài thuyết trình cho học sinh từ 5 đến 6 tuổi. Nhóm của bạn cần đảm bảo khán giả sẽ xem và nghe bài thuyết trình của bạn. Hành động nào sẽ giúp tăng mức độ tương tác của khán giả trong buổi thuyết trình của bạn?,"Hỏi học sinh những gì họ muốn học, sau đó trình bày một cách ngẫu hứng|Đặt một hình ảnh trên mỗi trang chiếu. Giữ câu chuyện cho mỗi Slide thật ngắn gọn và thú vị|Chỉ sử dụng hình ảnh trong bài thuyết trình của bạn mà không nói chuyện|Đặt toàn bộ kịch bản cho bài thuyết trình của bạn trên các Slide để khán giả có thể đọc nó",Đặt một hình ảnh trên mỗi trang chiếu. Giữ câu chuyện cho mỗi Slide thật ngắn gọn và thú vị,"Trẻ 5-6 tuổi có khả năng tập trung ngắn và chưa đọc thạo chữ, do đó hình ảnh trực quan lớn kèm lời kể ngắn gọn, sinh động là cách tiếp cận tốt nhất.",
