id,type,question,options,correct_answers,explanation,image
1,single,Người dùng có thể tìm thấy các tuỳ chọn định dạng và in trên trang nào trong hộp thoại Word Options?,General|Display|Language|Proofing,Display,Mục Display trong hộp thoại Word Options chứa các thiết lập hiển thị tài liệu trên màn hình và các tùy chọn in ấn (Printing options).,
2,single,Bước đầu tiên để tuỳ chỉnh thông tin cho một đối tượng nhất định là gì?,Xác định đối tượng mục tiêu của bạn|Cá nhân hoá tin nhắn của bạn|Thiết lập mục tiêu giao tiếp|Chuẩn bị phần mở đầu và phần kết luận,Xác định đối tượng mục tiêu của bạn,"Để thông điệp truyền đạt đạt hiệu quả cao nhất, bước tiên quyết là xác định rõ đối tượng người nhận/độc giả mục tiêu (Target audience).",
3,matrix,Bạn đã tạo một tài liệu trong phần mềm Microsoft Word và đã quyết định chia sẻ nó với nhóm của bạn để họ có thể chỉnh sửa nó. Bạn muốn theo dõi bất kỳ thay đổi nào họ thực hiện đối với tài liệu. Thứ tự các bước được khuyến nghị mà bạn nên thực hiện để theo dõi các thay đổi trong tài liệu là gì?,"COLS: Bước 1 | Bước 2 | Bước 3 | Bước 4 /// ROWS: Từ Tab Review, hãy bật Track Changes | Chọn cách bạn muốn Đánh dấu (Markup) được hiển thị | Lưu tài liệu và chia sẻ nó với nhóm của bạn | Chọn Accept (đồng ý) hay Reject (không đồng ý) với các thay đổi","Từ Tab Review, hãy bật Track Changes: Bước 1 | Chọn cách bạn muốn Đánh dấu (Markup) được hiển thị: Bước 2 | Lưu tài liệu và chia sẻ nó với nhóm của bạn: Bước 3 | Chọn Accept (đồng ý) hay Reject (không đồng ý) với các thay đổi: Bước 4",Quy trình theo dõi: Bật Track Changes -> Thiết lập hiển thị Markup -> Lưu & chia sẻ cho nhóm -> Duyệt chấp nhận hoặc từ chối sửa đổi.,
4,matrix,"Bạn muốn thực hiện bảo vệ bằng mật khẩu trên tập tin Microsoft Office của mình. Thứ tự các bước bạn nên thực hiện để bảo vệ bằng mật khẩu tập tin Word, Excel hoặc PowerPoint là gì?",COLS: Bước 1 | Bước 2 | Bước 3 | Bước 4 | Bước 5 | Bước 6 /// ROWS: Chọn Tab File | Mở bảng Info | Chọn nút Protect | Chọn Encrypt with Password | Nhập mật khẩu hai lần | Bấm OK,Chọn Tab File: Bước 1 | Mở bảng Info: Bước 2 | Chọn nút Protect: Bước 3 | Chọn Encrypt with Password: Bước 4 | Nhập mật khẩu hai lần: Bước 5 | Bấm OK: Bước 6,Trình tự mã hóa mật khẩu Office: Tab File -> Info -> Protect Document -> Encrypt with Password -> Nhập & xác nhận mật khẩu -> OK.,
5,matrix,"Xác định các tuỳ chọn bảo vệ tập tin bằng mật khẩu. Đối với mỗi câu lệnh, hãy chọn Đúng nếu nó là một tuỳ chọn hoặc Sai nếu nó không phải là một tuỳ chọn.","COLS: Đúng | Sai /// ROWS: Trong Microsoft Excel, bạn có các lựa chọn để bảo vệ bằng mật khẩu chỉ một số phần của sổ làm việc hoặc toàn bộ sổ làm việc | Trong Adobe, bạn có thể bảo vệ bằng mật khẩu khi mở tài liệu .pdf | Trong Windows 10, ở các phiên bản mới hơn bạn có thể bảo vệ các tập tin và thư mục riêng lẻ bằng mật khẩu","Trong Microsoft Excel, bạn có các lựa chọn để bảo vệ bằng mật khẩu chỉ một số phần của sổ làm việc hoặc toàn bộ sổ làm việc: Đúng | Trong Adobe, bạn có thể bảo vệ bằng mật khẩu khi mở tài liệu .pdf: Đúng | Trong Windows 10, ở các phiên bản mới hơn bạn có thể bảo vệ các tập tin và thư mục riêng lẻ bằng mật khẩu: Sai",Excel và Adobe Acrobat hỗ trợ đặt mật khẩu tài liệu/sheet; Windows không có tính năng đặt mật khẩu bảo vệ trực tiếp trên từng thư mục mà không dùng phần mềm bên thứ 3 hoặc BitLocker.,
6,matrix,Sindi quay video cho một dự án của trường học. Cô ấy chỉ muốn sử dụng một số phần của video. Cô ấy quyết định chỉnh sửa video. Nối từng kỹ thuật chỉnh sửa video cơ bản với định nghĩa tương ứng.,COLS: Cắt xén (Crop) | Cắt tỉa (Trim) | Phân tách (Split) | Ghép (Splice) /// ROWS: Cắt clip thành hai phần | Xoá phần đầu hoặc phần cuối | Nối hai clip | Ẩn các phần của khung hình,Cắt clip thành hai phần: Phân tách (Split) | Xoá phần đầu hoặc phần cuối: Cắt tỉa (Trim) | Nối hai clip: Ghép (Splice) | Ẩn các phần của khung hình: Cắt xén (Crop),Split chia đôi video; Trim xén bỏ đầu/đuôi; Splice ghép nối các clip; Crop cắt bớt các phần thừa trong khung hình.,
7,matrix,"Bạn đang chuẩn bị một sổ tính để giữ số liệu thống kê về người chơi cho đội bóng mềm của mình. Đối với mỗi trò chơi, bạn muốn ghi lại số lượt truy cập, số lượt chạy và các lỗi cho mỗi người chơi. Thứ tự các bước được khuyến nghị mà bạn nên thực hiện để chuẩn bị sổ tính này là gì?","COLS: Bước 1 | Bước 2 | Bước 3 | Bước 4 /// ROWS: Tạo một trang tính | Tạo tiêu đề cột cho Người chơi, Lượt truy cập, Lượt chạy và Lỗi | Điền tên vào cột Người chơi | Sao chép trang tính cho mỗi trò chơi","Tạo một trang tính: Bước 1 | Tạo tiêu đề cột cho Người chơi, Lượt truy cập, Lượt chạy và Lỗi: Bước 2 | Điền tên vào cột Người chơi: Bước 3 | Sao chép trang tính cho mỗi trò chơi: Bước 4",Quy trình thiết kế bảng tính biểu mẫu: Khởi tạo Sheet -> Đặt tiêu đề các cột -> Nhập danh sách người chơi cố định -> Sao chép Sheet này làm mẫu cho từng trận đấu.,
8,multiple,Bạn của bạn nhờ bạn xem lại bài trình bày PowerPoint mà người đó đã tạo cho lớp chuyên Sử của họ. Bạn thấy bố cục bài trình bày lộn xộn và vô tổ chức. Đâu là hai nguyên tắc thống nhất về hình ảnh mà bạn nên khuyên bạn của mình tuân thủ? (Chọn 2),"Áp dụng các nguyên tắc thiết kế về lặp lại, liên kết và xa-gần|Duy trì tính nhất quán trên tất cả các phần tử trình bày|Sử dụng nhiều loại phông chữ, màu sắc và hình nền trên mỗi trang chiếu|Căn giữa văn bản và các phần tử hình ảnh trên mỗi trang chiếu","Áp dụng các nguyên tắc thiết kế về lặp lại, liên kết và xa-gần|Duy trì tính nhất quán trên tất cả các phần tử trình bày","Tính nhất quán (Consistency) và các quy chuẩn thị giác như căn lề, khoảng cách và lặp lại giúp bố cục bài thuyết trình trở nên mạch lạc và khoa học.",
9,single,"Bạn đang viết một bài nghiên cứu về nai ở Bắc Âu. Khoảng 30 phút một lần, bạn lưu một phiên bản mới của tài liệu để theo dõi các thay đổi của mình. Tuỳ chọn nào sau đây thể hiện quy ước đặt tên tập tin tốt?","elk.docx, elk copy.docx, elk draft.docx|myelk.docx, newelk.docx, elk.docx|elk_draft1.docx, elk_draft2.docx, elk_FINAL.docx|elk_original.docx, elk_mod.docx, elk_changed.docx","elk_draft1.docx, elk_draft2.docx, elk_FINAL.docx","Quy ước đặt tên tập tin chuẩn cần thể hiện số thứ tự phiên bản bản thảo (draft1, draft2) và phân biệt rõ bản hoàn thiện cuối cùng (FINAL).",
10,matrix,Kết hợp từng chức năng với các phím của bàn phím.,COLS: Delete | Shift | Backspace | Fn+F1 /// ROWS: Khởi chạy Trợ giúp (Help) | Xoá ký tự ở bên phải | Chuyển đổi một phím sang ký tự phía trên | Xoá ký tự bên trái,Khởi chạy Trợ giúp (Help): Fn+F1 | Xoá ký tự ở bên phải: Delete | Chuyển đổi một phím sang ký tự phía trên: Shift | Xoá ký tự bên trái: Backspace,F1/Fn+F1 mở trợ giúp; Delete xóa ký tự sau con trỏ (phải); Backspace xóa ký tự trước con trỏ (trái); Shift chuyển gõ ký tự phía trên của phím.,
11,single,Quản lí của bạn yêu cầu bạn bảo vệ tất cả các tập tin của mình bằng mật khẩu và lưu trữ những tập tin bạn không thể bảo vệ trên Ổ đĩa mạng. Bạn phải di chuyển tập tin nào vào Ổ đĩa mạng?,MyFile.pdf|MyFile.ppt|MyFile.txt|MyFile.docx,MyFile.txt,Tệp văn bản thuần .txt không hỗ trợ tính năng mã hóa hay đặt mật khẩu bảo vệ tài liệu nguyên bản như định dạng của Office hay PDF.,
