id,type,question,options,correct_answers,explanation,image
1,multiple,Hai phương pháp nào sau đây được sử dụng để xem xét và cung cấp phản hồi cho đồng nghiệp? (Chọn 2),Bình luận (Comments)|Theo dõi thay đổi (Track Changes)|Trích dẫn (Citations)|Chú thích (Footnotes),Bình luận (Comments)|Theo dõi thay đổi (Track Changes),Comments cho phép gửi lời nhận xét và Track Changes ghi lại các đề xuất chỉnh sửa nội dung trực tiếp trên văn bản.,
2,matrix,Khớp từng phím tắt với chức năng của nó.,COLS: Copy | Cut | Select All Text | Paste /// ROWS: Windows Ctrl+X hay MacOS Cmd+X | Windows Ctrl+V hay MacOS Cmd+V | Windows Ctrl+A hay MacOS Cmd+A | Windows Ctrl+C hay MacOS Cmd+C,Windows Ctrl+X hay MacOS Cmd+X: Cut | Windows Ctrl+V hay MacOS Cmd+V: Paste | Windows Ctrl+A hay MacOS Cmd+A: Select All Text | Windows Ctrl+C hay MacOS Cmd+C: Copy,Ctrl+X: Cắt; Ctrl+V: Dán; Ctrl+A: Chọn tất cả văn bản; Ctrl+C: Sao chép.,
3,matrix,"Khi sử dụng phần mềm xử lý văn bản, bạn cần ghi nhớ các phím tắt. Hãy chọn Đúng hoặc Sai với mỗi phát biểu về phím tắt sau đây:",COLS: Đúng | Sai /// ROWS: Windows Ctrl+A hay MacOS Cmd+A = Select All Text | Windows Ctrl+P hay MacOS Cmd+P = Paste | Windows Ctrl+X hay MacOS Cmd+X = Cut | Windows Ctrl+E hay MacOS Cmd+E = End of Document,Windows Ctrl+A hay MacOS Cmd+A = Select All Text: Đúng | Windows Ctrl+P hay MacOS Cmd+P = Paste: Sai | Windows Ctrl+X hay MacOS Cmd+X = Cut: Đúng | Windows Ctrl+E hay MacOS Cmd+E = End of Document: Sai,Ctrl+P dùng để In (Print); Ctrl+E dùng để căn giữa văn bản (Center Align); Dán nội dung là phím Ctrl+V.,
4,matrix,Nối từng hành động với phím tắt để thực hiện hành động tương ứng trong tài liệu.,COLS: Ctrl+V (Cmd+V) | Ctrl+X (Cmd+X) | Ctrl+Z (Cmd+Z) | Ctrl+P (Cmd+P) /// ROWS: Dán nội dung của bảng tạm | Cắt nội dung vào bảng tạm | Hoàn tác | In,Dán nội dung của bảng tạm: Ctrl+V (Cmd+V) | Cắt nội dung vào bảng tạm: Ctrl+X (Cmd+X) | Hoàn tác: Ctrl+Z (Cmd+Z) | In: Ctrl+P (Cmd+P),Ctrl+V: Dán; Ctrl+X: Cắt; Ctrl+Z: Hoàn tác (Undo); Ctrl+P: In ấn (Print).,
5,matrix,Nối từng phần tử cửa sổ làm việc với định nghĩa tương ứng.,"COLS: Thanh trạng thái (Status Bar) | Tab trang tính (Sheet Tab) | Thanh công thức (Formula Bar) | Cột (Column) /// ROWS: Khu vực để bạn nhập dữ liệu và công thức | Khu vực xác định và cho phép bạn chuyển đổi giữa các trang tính trong tập tin | Chuỗi ô dọc, được gắn nhãn bằng chữ cái | Khu vực hiển thị thông tin về trang tính, nội dung trang tính và Chương trình","Khu vực để bạn nhập dữ liệu và công thức: Thanh công thức (Formula Bar) | Khu vực xác định và cho phép bạn chuyển đổi giữa các trang tính trong tập tin: Tab trang tính (Sheet Tab) | Chuỗi ô dọc, được gắn nhãn bằng chữ cái: Cột (Column) | Khu vực hiển thị thông tin về trang tính, nội dung trang tính và Chương trình: Thanh trạng thái (Status Bar)",Formula Bar để nhập công thức; Sheet Tab để đổi trang tính; Column là cột dọc; Status Bar hiển thị thông số và trạng thái ở cạnh dưới cửa sổ.,
6,matrix,Kết hợp từng chức năng với các phím của bàn phím.,COLS: Shift + 2 | Tab | Caps Lock | PrtScn /// ROWS: Tạo thụt lề | Chụp ảnh màn hình | Chèn ký hiệu @ | Làm cho mỗi chữ cái viết hoa,Tạo thụt lề: Tab | Chụp ảnh màn hình: PrtScn | Chèn ký hiệu @: Shift + 2 | Làm cho mỗi chữ cái viết hoa: Caps Lock,Phím Tab tạo khoảng thụt đầu dòng; PrtScn chụp toàn màn hình; Shift + 2 gõ ký tự @; Caps Lock bật chế độ viết hoa toàn bộ.,
7,single,Định dạng tập tin nào hỗ trợ độ trong suốt trong Logo?,TIFF|JPG|PDF|PNG,PNG,Định dạng PNG (Portable Network Graphics) hỗ trợ kênh alpha trong suốt rất tối ưu cho các thiết kế logo trên web và tài liệu.,
8,single,"Bạn hãy cho biết, tính năng nào được sử dụng để tự động hoá các quy trình trong Microsoft Word?",Script|Macro|Module|Playbook,Macro,Macro cho phép ghi lại hoặc lập trình một chuỗi hành động để tự động thực hiện lại các thao tác định dạng văn bản phức tạp chỉ với một cú nhấp.,
9,single,"Bạn hãy cho biết, phát biểu sau đây là đúng hay sai: ""Macro được sử dụng để tự động hoá các quy trình trong Microsoft Word.""",Đúng|Sai,Đúng,Macro là công cụ chuẩn của bộ ứng dụng Microsoft Office nhằm tự động hóa các quy trình lặp đi lặp lại.,
10,single,Một nhà phân tích dữ liệu đang chuẩn bị một tập tin Excel và đã nhập một tháng vào một ô. Nhà phân tích có thể sử dụng tính năng nào để thêm tháng mà không cần nhập chúng?,AutoFill|AutoCorrect|AutoGenerate|AutoComplete,AutoFill,Tính năng AutoFill (Tự động điền) cho phép kéo chốt điền để tự động tạo chuỗi liên tiếp các tháng tiếp theo trong năm.,
11,single,Loại ứng dụng nào phù hợp nhất để theo dõi doanh số bán hàng và tạo tổng số từ những lần bán hàng đó?,Spreadsheet|Document|Table|Presentation,Spreadsheet,"Ứng dụng bảng tính (Spreadsheet - như Microsoft Excel, Google Sheets) chuyên dùng để tổ chức bảng số liệu, tính toán hàm tổng và lập báo cáo tài chính.",
