id,type,question,options,correct_answers,explanation,image
1,single,"Trong Microsoft Word, tính năng Feedback được tìm thấy trên thẻ (Tab) nào?",File|Home|Insert|Help,Help,Nút Phản hồi (Feedback) nằm trong tab Trợ giúp (Help) trên thanh công cụ Ribbon của các phần mềm Office.,
2,single,Người dùng mở tài liệu Word và nhận thấy rằng một số thay đổi đã được thực hiện và những thay đổi đó sẽ hiển thị bằng màu đỏ. Tính năng nào có thể đã được kích hoạt?,Track Changes|Balloons|Review|Comments,Track Changes,"Tính năng Theo dõi thay đổi (Track Changes) ghi lại các thao tác thêm, bớt hoặc chỉnh sửa nội dung và làm nổi bật bằng các đường gạch màu đỏ.",
3,single,Tính năng theo dõi thay đổi (Track Changes) trong Microsoft Word là một ví dụ về kiểu chỉnh sửa nào?,Không đồng bộ (Asynchronous)|So le (Staggered)|Đồng thời (Simultaneous)|Đồng bộ (Synchronous),Không đồng bộ (Asynchronous),"Track Changes cho phép người xem chỉnh sửa và để lại đề xuất tại các thời điểm khác nhau, người tạo tài liệu sau đó mới mở xem và phê duyệt (chỉnh sửa không đồng bộ).",
4,single,Bạn viết một bài luận. Một người bạn cùng lớp nhận xét bài luận này và gợi ý sửa chữa như hình. Bạn cần thực hiện các sửa chữa vĩnh viễn trong tài liệu của mình. Bạn nên sử dụng nút nào?,Accept|Reject|Next|Previous,Accept,Nút Accept (Đồng ý/Chấp nhận) trong nhóm Changes trên tab Review được dùng để chính thức lưu lại các sửa đổi đã được gợi ý vào tài liệu.,
5,single,Bạn hãy cho biết cần phải thực hiện điều nào sau đây trước khi một tài liệu có thể đồng tác giả (Coauthor) bởi nhiều người dùng,Nó phải được chia sẻ|Nó phải được xuất bản trực tuyến|Nó phải được theo dõi|Nó phải được xem xét,Nó phải được chia sẻ,Tài liệu cần phải được lưu trữ trên dịch vụ đám mây (OneDrive/SharePoint) và chia sẻ quyền truy cập (Share) cho người khác trước khi có thể cùng chỉnh sửa trực tiếp.,
6,matrix,"Các tranh chấp về Bản quyền sử dụng hợp lí (Fair Use Copyright) được giải quyết bằng cách xem xét các yếu tố về tác phẩm bị sao chép bất hợp pháp. Thẩm phán sẽ sử dụng những yếu tố nào sau đây để xác định xem Bản quyền sử dụng hợp lí (Fair Use copyright) có bị vi phạm hay không? Đối với mỗi phát biểu, hãy chọn Đúng nếu nó là một yếu tố cần xem xét hoặc chọn Sai nếu không.",COLS: Đúng | Sai /// ROWS: Mục đích và công dụng của bản sao | Bản chất của tác phẩm được sao chép | Số lượng và tính chất của phần được lấy trong tác phẩm gốc | Cho dù bản sao được sử dụng bởi học sinh hay giáo viên | Ảnh hưởng của bản sao đối với thị trường tiềm năng đối với tác phẩm gốc,Mục đích và công dụng của bản sao: Đúng | Bản chất của tác phẩm được sao chép: Đúng | Số lượng và tính chất của phần được lấy trong tác phẩm gốc: Đúng | Cho dù bản sao được sử dụng bởi học sinh hay giáo viên: Sai | Ảnh hưởng của bản sao đối với thị trường tiềm năng đối với tác phẩm gốc: Đúng,"Bốn yếu tố phân tích quyền sử dụng hợp lý gồm: Mục đích và tính chất sử dụng, Bản chất tác phẩm, Tỷ lệ trích dẫn và Tác động đến thị trường.",
7,matrix,Sắp xếp các thuật ngữ bên phải phù hợp theo định nghĩa tương ứng bên trái,"COLS: Patent | Trademark | Copyright /// ROWS: Độc quyền đối với các tác phẩm gốc | Độc quyền sử dụng một tác phẩm cụ thể có liên quan đến hàng hoá hoặc dịch vụ trong thương mại | Độc quyền tạo, sử dụng hoặc bán một sáng chế cụ thể","Độc quyền đối với các tác phẩm gốc: Copyright | Độc quyền sử dụng một tác phẩm cụ thể có liên quan đến hàng hoá hoặc dịch vụ trong thương mại: Trademark | Độc quyền tạo, sử dụng hoặc bán một sáng chế cụ thể: Patent",Bản quyền (Copyright) cho tác phẩm văn học nghệ thuật; Nhãn hiệu (Trademark) cho sản phẩm thương mại; Sáng chế (Patent) cho phát minh công nghệ.,
8,single,Giấy phép Creative Commons nào cho phép sử dụng tác phẩm gốc nhưng không được sửa đổi mà không có sự cho phép của chủ sở hữu?,NoDerivatives|Attribution|NonCommercial|ShareAlike,NoDerivatives,NoDerivatives (ND) quy định người dùng được phép sao chép nguyên bản nhưng cấm tạo ra tác phẩm phái sinh hoặc sửa đổi nội dung gốc.,
9,single,"Điều gì được tạo ra từ ý tưởng của con người, được quốc tế bảo vệ bằng bản quyền, bằng sáng chế, nhãn hiệu hoặc bí mật thương mại?",Thuộc tính tưởng tượng|Sở hữu trí tuệ|Tài sản hữu hình|Bất động sản,Sở hữu trí tuệ,Sở hữu trí tuệ (Intellectual Property) là các tài sản sáng tạo phi vật chất hình thành từ trí tuệ và tư duy của con người.,
10,single,"Bạn hãy cho biết, phát biểu sau đây là đúng hay sai: ""Nhiều tài nguyên công cộng (Community Resource) có thể được truy cập trực tuyến.""",Đúng|Sai,Đúng,"Các tài nguyên công cộng như thư viện số, hồ sơ lưu trữ chính phủ và các cổng thông tin dịch vụ công hiện nay đều có thể tra cứu trực tuyến thuận tiện.",
11,multiple,Hai tài nguyên nào là tài nguyên cộng đồng có thể dạy bạn sử dụng một tính năng trong chương trình phần mềm? (Chọn 2),Blogs|Diễn đàn (Forums)|Wikipedia|Hướng dẫn cài đặt (Installation instructions),Blogs|Diễn đàn (Forums),"Các bài viết blog chuyên ngành và diễn đàn cộng đồng chia sẻ rất nhiều mẹo, thủ thuật và hướng dẫn xử lý tình huống thực tế cho người dùng phần mềm.",
