id,type,question,options,correct_answers,explanation,image
1,single,Những loại công việc sáng tạo nào Creative Commons không cấp phép?,Software|Music|Artwork|Movies,Software,"Creative Commons khuyến nghị không dùng giấy phép của họ cho phần mềm mã nguồn; phần mềm sử dụng các giấy phép mã nguồn mở chuyên dụng như GNU GPL, MIT hay Apache.",
2,matrix,Các loại giấy phép Creative Commons là gì? Ghép từng loại giấy phép Creative Commons với mô tả vi phạm của nó.,COLS: CC BY-ND | CC BY-SA | CC BY-NC | CC-BY /// ROWS: Chỉ cho phép sử dụng tác phẩm phi thương mại | Ghi công phải được trao cho người sáng tạo | Không cho phép các dẫn xuất hoặc chuyển thể của tác phẩm | Các tác phạm được điều chỉnh phải được chia sẻ theo cùng một điều khoản,Chỉ cho phép sử dụng tác phẩm phi thương mại: CC BY-NC | Ghi công phải được trao cho người sáng tạo: CC-BY | Không cho phép các dẫn xuất hoặc chuyển thể của tác phẩm: CC BY-ND | Các tác phạm được điều chỉnh phải được chia sẻ theo cùng một điều khoản: CC BY-SA,NC = NonCommercial (Phi thương mại); BY = Attribution (Ghi nhận công trạng tác giả); ND = NoDerivatives (Không làm tác phẩm phái sinh); SA = ShareAlike (Chia sẻ tương tự).,
3,single,Kịch bản nào sau đây là được phép sử dụng một bộ phim thương mại? (Lưu ý: Bạn không sở hữu các quyền đối với bộ phim),Bạn tạo ra một bản sao của bộ phim và đưa nó cho một người bạn. Người bạn đó đồng ý sẽ xoá bản sao sau khi xem phim|Bạn chiếu phim bên cạnh nhà mình và mời các hàng xóm xem phim miễn phí cùng với bạn|Bạn sử dụng ba khung hình tĩnh từ bộ phim đó vào một bài đánh giá mà bạn đăng trực tuyến. Trang Web mà bạn đăng bài đánh giá sẽ tạo ra doanh thu quảng cáo cho bạn|Bạn đăng phim lên trang Web của mình và cho phép mọi người trả tiền cho bạn mỗi lần họ xem phim,Bạn sử dụng ba khung hình tĩnh từ bộ phim đó vào một bài đánh giá mà bạn đăng trực tuyến. Trang Web mà bạn đăng bài đánh giá sẽ tạo ra doanh thu quảng cáo cho bạn,"Trích dẫn một số khung hình tĩnh ngắn để bình luận, phân tích, đánh giá tác phẩm thuộc phạm vi Sử dụng hợp lý (Fair Use) được pháp luật bản quyền cho phép.",
4,matrix,"Các tranh chấp về Bản quyền sử dụng hợp lý (Fair Use Copyright) được giải quyết bằng cách xem xét bốn yếu tố về tác phẩm đã bị sao chép bất hợp pháp. Bốn yếu tố nào mà một Thẩm phán sẽ sử dụng để xác định xem Sử dụng hợp lý có bị vi phạm hay không? Đối với mỗi phát biểu, hãy chọn Đúng nếu nó là một nhân tố hoặc Sai nếu nó không phải là một nhân tố.",COLS: Đúng | Sai /// ROWS: Ảnh hưởng của việc sử dụng sao chép đối với thị trường tiềm năng của tác phẩm gốc | Cho dù bản sao được sử dụng trong lớp học hay bởi học sinh hay giáo viên | Số lượng và tính chất của phần được lấy | Loại hoặc bản chất tác phẩm đã được sao chép | Mục đích và đặc điểm sử dụng của bạn | Sao chép một tác phẩm chỉ để thưởng thức cá nhân,Ảnh hưởng của việc sử dụng sao chép đối với thị trường tiềm năng của tác phẩm gốc: Đúng | Cho dù bản sao được sử dụng trong lớp học hay bởi học sinh hay giáo viên: Sai | Số lượng và tính chất của phần được lấy: Đúng | Loại hoặc bản chất tác phẩm đã được sao chép: Đúng | Mục đích và đặc điểm sử dụng của bạn: Đúng | Sao chép một tác phẩm chỉ để thưởng thức cá nhân: Sai,"Bốn yếu tố Fair Use luật định gồm: Mục đích sử dụng, Bản chất tác phẩm gốc, Dung lượng/tỷ lệ trích dẫn, và Tác động đến thị trường/giá trị tác phẩm gốc.",
5,matrix,Khớp từng loại sở hữu trí tuệ với mô tả vi phạm của nó.,"COLS: Vi phạm Bằng sáng chế (Patent Infringement) | Vi phạm nhãn hiệu (Trademark Infringement) | Biển thủ (Misappropriation) | Vi phạm bản quyền (Piracy) /// ROWS: Chia sẻ bí mật thương mại mà không có sự cho phép bằng văn bản | Sử dụng biểu trưng hoặc tên tương tự với biểu trưng đã được một bên khác sử dụng | Sử dụng hoặc bán một sáng chế mà không được phép của chủ sở hữu quyền sở hữu trí tuệ | Sao chép, phân phối, trưng bày hoặc biểu diễn một tác phẩm hoặc tạo ra các tác phẩm phái sinh mà không được phép của chủ bản quyền","Chia sẻ bí mật thương mại mà không có sự cho phép bằng văn bản: Biển thủ (Misappropriation) | Sử dụng biểu trưng hoặc tên tương tự với biểu trưng đã được một bên khác sử dụng: Vi phạm nhãn hiệu (Trademark Infringement) | Sử dụng hoặc bán một sáng chế mà không được phép của chủ sở hữu quyền sở hữu trí tuệ: Vi phạm Bằng sáng chế (Patent Infringement) | Sao chép, phân phối, trưng bày hoặc biểu diễn một tác phẩm hoặc tạo ra các tác phẩm phái sinh mà không được phép của chủ bản quyền: Vi phạm bản quyền (Piracy)",Đánh cắp bí mật kinh doanh là chiếm đoạt/biển thủ; nhái logo là vi phạm nhãn hiệu; làm nhái phát minh là vi phạm bằng sáng chế; sao chép lậu tác phẩm là vi phạm bản quyền.,
6,single,"Điều kiện nào của Creative Commons cho phép sao chép, phân phối, hiển thị hoặc trình diễn bản gốc của tác phẩm nhưng không thể thực hiện sửa đổi nếu không có sự cho phép của chủ sở hữu?",NoDerivatives|NonCommercial|ShareAlike|Attribution,NoDerivatives,"Điều kiện NoDerivatives (Không phái sinh - ký hiệu ND) cấm mọi hành vi biên tập, phối lại hoặc chuyển thể tác phẩm gốc.",
7,single,Tuỳ chọn nào sau đây được sử dụng để bảo vệ một sáng chế không bị sao chép?,Copyright|Patent|Cloud storage|Trademark,Patent,"Bằng sáng chế (Patent) là văn bằng bảo hộ độc quyền phát minh, sáng chế công nghệ hoặc quy trình kỹ thuật mới.",
8,single,"Khi tạo một tờ rơi quảng cáo doanh nghiệp, Natasha đã tìm thấy hình ảnh này trên creativecommons.org. Tại sao cô ấy không được phép sử dụng hình ảnh cho dự án của mình?",Hình ảnh liệt kê điều kiện ShareAlike|Hình ảnh liệt kê điều kiện Phi thương mại (NonCommercial)|Hình ảnh yêu cầu Attribution|Hình ảnh không liệt kê điều kiện Creative,Hình ảnh liệt kê điều kiện Phi thương mại (NonCommercial),"Tờ rơi quảng cáo doanh nghiệp là ấn phẩm thương mại, do đó không được phép sử dụng các tác phẩm có điều kiện NonCommercial (NC).",
9,multiple,Các chủ doanh nghiệp nên cân nhắc làm gì để bảo vệ tài sản công ty của mình tốt nhất? (Chọn 2),"Đăng ký tên doanh nghiệp, tên miền và sản phẩm của họ|Một biểu mẫu không tiết lộ cho nhân viên và đối tác ký|Hiểu biết CPA|Một luật sư gian xảo|Bằng kinh","Đăng ký tên doanh nghiệp, tên miền và sản phẩm của họ|Một biểu mẫu không tiết lộ cho nhân viên và đối tác ký",Đăng ký bảo hộ thương hiệu/tên miền và ký thỏa thuận bảo mật không tiết lộ thông tin (NDA) là hai biện pháp pháp lý quan trọng nhất để bảo vệ tài sản doanh nghiệp.,
10,single,"Để tránh bị đồng sở hữu tài sản trí tuệ, người dùng phải làm gì?",Mã hoá dữ liệu để một chủ sở hữu chung mất quyền truy cập|Đặt mật khẩu mạnh cho tất cả các máy tính liên quan đến lưu trữ nội dung|Xác định chỉ một người là chủ sở hữu và lập giấy tờ hợp pháp với luật sư|Thuê một chuyên gia CNTT để bảo vệ thông tin tài sản,Xác định chỉ một người là chủ sở hữu và lập giấy tờ hợp pháp với luật sư,Lập hợp đồng pháp lý rõ ràng xác định quyền sở hữu đơn nhất với sự tham gia của luật sư giúp ngăn ngừa các tranh chấp phân chia đồng sở hữu về sau.,
